"CASEID","NUMKID86","NUMKID88","NUMKID90","NUMKID92","NUMKID94","NUMKID96","NUMKID98","NUMKID00","NUMKID02","NUMKID04","NUMKID06","NUMKID08","NUMKID10","NUMKID12","NUMKID14"
7040,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7041,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7042,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7043,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7044,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7045,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7046,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7047,2,2,3,3,3,3,3,3,3,3,3,3,3,-5,-5
7048,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7049,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4
7050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7051,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7052,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7053,4,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7055,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7056,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7057,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7058,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7059,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7060,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7061,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7062,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7063,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7064,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7065,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7066,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7067,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5
7068,1,3,3,3,3,3,3,-5,-5,-5,3,3,3,3,3
7069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7070,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
7071,0,0,0,0,1,-5,1,1,1,1,1,1,1,1,1
7072,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3
7073,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
7074,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7075,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7078,2,2,2,2,2,2,2,-5,-5,2,2,2,2,2,2
7079,1,1,1,2,2,2,2,-5,-5,2,2,2,2,2,2
7080,2,2,2,2,2,2,2,2,5,5,5,5,5,6,6
7081,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7083,1,2,3,4,4,4,4,4,5,-5,6,7,6,7,7
7084,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7085,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7086,0,0,1,2,2,3,3,3,3,3,3,3,3,3,3
7087,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7088,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7089,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5
7090,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7091,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7093,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0
7094,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7098,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7099,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
7100,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
7101,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3
7102,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7103,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,1
7104,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2
7105,1,1,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
7106,0,-5,0,0,0,0,1,1,1,1,1,1,1,-5,1
7107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7108,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7109,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7110,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7111,0,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7112,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7113,2,4,4,4,4,4,5,6,8,7,7,7,7,7,5
7114,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
7115,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7116,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7117,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7118,0,0,-5,-5,-5,0,-5,-5,-5,1,-5,1,1,1,1
7119,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3
7120,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,1
7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7122,1,1,2,2,3,3,4,4,4,4,4,4,4,-5,-5
7123,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3
7124,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7125,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4
7126,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7127,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
7128,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7129,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
7130,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7131,0,0,1,1,1,1,1,1,1,1,1,1,-5,1,1
7132,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7133,2,2,4,-5,-5,4,-5,-5,4,4,4,4,4,4,4
7134,1,2,3,3,3,3,3,3,-5,-5,3,3,3,-5,3
7135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7136,2,3,3,3,4,5,6,6,6,6,6,6,6,6,6
7137,0,0,0,0,2,2,2,2,2,2,2,2,2,2,-5
7138,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7139,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7140,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4
7141,1,1,2,2,2,2,-5,2,2,3,3,3,3,3,3
7142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7143,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7144,1,2,2,2,2,2,2,-5,2,2,2,2,2,2,2
7145,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0
7146,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2
7147,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
7148,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7149,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7150,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7151,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4
7152,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4
7153,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7154,2,3,3,3,4,4,4,4,4,4,4,4,4,5,5
7155,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
7156,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-5
7157,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,2
7158,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5
7159,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
7160,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7161,-5,-5,1,1,2,2,2,2,2,2,-5,2,2,2,2
7162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7163,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4
7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2
7167,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7168,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7169,4,4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7170,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7171,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2
7172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7173,5,8,8,9,8,8,8,8,8,8,8,8,8,8,8
7174,0,1,1,1,1,2,-5,2,-5,-5,-5,-5,-5,-5,-5
7175,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
7177,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5
7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7179,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7180,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,2
7181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7182,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7183,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7184,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4
7185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7186,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7187,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
7188,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
7189,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7191,0,0,0,0,0,0,3,3,3,3,-5,3,3,3,3
7192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7193,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7194,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7195,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7196,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7197,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2
7198,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
7199,1,1,1,1,1,1,1,-5,1,1,1,1,1,1,1
7200,2,-5,-5,3,-5,4,4,5,-5,-5,5,5,5,5,5
7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7202,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7203,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7204,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7205,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7206,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7207,4,4,4,4,4,4,4,-5,-5,4,4,4,4,4,4
7208,2,2,2,2,2,2,2,-5,2,2,2,2,2,-5,2
7209,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7210,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4
7211,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2
7212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,2,-5,3,-5,3,-5,4,-5,-5,-5,-5,-5,-5,4,4
7214,-5,1,1,1,1,1,1,1,2,2,2,2,2,2,2
7215,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
7216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7217,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6
7218,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220,4,4,4,4,4,-5,4,4,4,4,4,4,4,4,4
7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7222,3,3,3,5,5,5,5,5,5,5,5,5,5,5,-5
7223,1,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7224,0,0,0,1,1,1,1,1,1,1,1,1,1,-5,-5
7225,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7226,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7227,0,0,0,0,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5
7228,0,1,1,2,2,3,3,3,3,3,3,3,3,3,3
7229,-5,2,2,2,3,3,3,3,3,3,3,3,3,3,3
7230,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
7231,-5,0,0,0,1,1,1,1,1,1,1,1,1,1,1
7232,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
7233,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7234,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7235,0,2,2,2,2,2,3,-5,-5,3,3,3,3,3,3
7236,0,0,-5,0,0,2,2,2,2,2,2,2,2,2,-5
7237,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7238,2,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7239,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7240,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2
7241,0,0,0,1,1,2,2,2,-5,2,2,2,2,2,2
7242,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7243,1,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
7244,3,3,3,3,3,3,3,3,-5,3,3,3,3,3,3
7245,-5,-5,1,1,1,1,1,1,1,1,1,1,1,1,1
7246,2,2,2,2,3,3,-5,-5,-5,-5,3,3,3,3,3
7247,-5,1,-5,1,1,1,1,1,1,1,1,1,1,1,1
7248,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
7249,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4
7250,0,1,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7251,1,2,-5,2,2,3,4,-5,-5,5,5,5,5,5,5
7252,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7253,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7254,0,0,0,0,0,0,-5,-5,0,-5,-5,-5,0,0,0
7255,1,1,1,-5,1,1,-5,-5,-5,1,1,1,1,1,1
7256,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7257,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
7258,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7259,1,2,3,3,4,5,5,5,5,5,5,5,5,5,5
7260,-5,-5,-5,-5,-5,-5,0,-5,-5,0,2,2,2,2,2
7261,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7262,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
7263,3,4,5,7,8,8,8,8,10,10,10,11,11,11,11
7264,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7265,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7266,0,0,0,0,0,0,0,0,-5,-5,1,1,1,1,1
7267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7268,1,1,1,2,3,3,3,4,4,4,4,4,4,4,4
7269,-5,-5,1,2,2,2,2,2,2,-5,2,-5,-5,-5,-5
7270,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7272,2,2,2,2,2,2,2,-5,-5,-5,-5,2,2,-5,-5
7273,0,-5,-5,0,1,1,1,1,-5,-5,1,1,1,1,1
7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7275,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7276,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2
7277,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3
7278,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4
7279,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7280,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7281,0,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
7282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7284,0,1,1,1,1,1,1,-5,1,1,1,1,1,1,1
7285,0,1,2,2,2,2,3,3,3,3,4,4,4,4,4
7286,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2
7287,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7288,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7289,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7290,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7291,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7292,-5,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
7293,0,0,0,0,-5,-5,-5,0,0,0,0,0,0,0,0
7294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7295,2,2,2,2,2,2,2,2,2,2,-5,-5,-5,-5,-5
7296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7297,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
7298,0,0,0,1,-5,2,2,3,3,3,-5,-5,-5,-5,-5
7299,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7300,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7301,2,2,2,2,2,3,3,3,4,4,4,4,4,4,3
7302,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7303,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7304,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
7305,1,2,2,2,2,2,-5,2,2,2,2,2,2,2,2
7306,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7307,-5,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7308,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7309,0,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7310,4,4,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7311,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7312,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7313,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7314,1,1,1,1,1,2,2,2,3,3,3,-5,-5,-5,-5
7315,1,1,1,1,1,1,1,1,1,1,-5,1,1,-5,1
7316,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3
7317,0,1,2,2,2,2,2,2,2,2,2,2,-5,-5,-5
7318,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
7319,4,-5,5,5,6,6,6,6,-5,6,6,6,6,-5,-5
7320,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
7321,2,4,7,7,7,7,7,7,7,8,8,8,8,8,-5
7322,1,2,2,2,3,3,3,3,3,3,3,3,3,3,-5
7323,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7324,3,3,5,5,6,6,6,6,6,6,6,6,6,6,6
7325,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5
7326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7327,1,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7328,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7329,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7330,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7331,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7332,1,1,1,1,1,2,2,-5,-5,2,2,2,-5,2,-5
7333,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7334,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7335,0,0,0,0,0,0,0,0,-5,-5,-5,0,0,-5,0
7336,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2
7337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7339,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7340,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3
7341,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7342,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7343,0,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7344,0,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7345,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7346,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7347,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7348,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7349,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7350,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7351,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7352,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7353,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7354,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7355,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7356,-5,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7357,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7358,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7359,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7360,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5
7361,0,-5,0,0,0,0,0,0,-5,0,0,0,0,0,0
7362,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7363,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7364,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7365,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7366,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7367,-5,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7368,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7369,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3
7370,0,0,0,0,1,1,1,2,2,2,3,3,3,3,3
7371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7372,0,0,0,0,0,0,-5,1,-5,1,1,1,1,1,1
7373,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0
7374,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7375,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7376,2,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7377,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-5
7378,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
7379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7380,0,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
7381,0,0,0,1,1,1,2,2,-5,2,2,2,2,2,2
7382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7383,-5,-5,1,2,2,2,2,2,2,2,-5,2,2,2,2
7384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-5
7385,-5,-5,0,0,0,0,0,-5,0,0,0,0,0,0,0
7386,0,0,0,0,1,2,2,2,-5,2,-5,2,2,2,2
7387,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5
7388,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
7389,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7390,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3
7391,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7393,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2
7394,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
7395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7396,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3
7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7398,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7399,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
7400,0,0,1,1,1,2,3,3,3,3,3,3,3,4,4
7401,1,1,1,1,2,2,2,2,2,3,3,3,3,-5,-5
7402,1,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5
7403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7404,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7406,-5,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7407,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7408,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7409,1,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3
