"CPUBID","MPUBID","BKGN-20","BKGN-20","BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20","MS-BKGN-20"
910101,9101,-7,-7,-7,-7,-7,-7,-7,-7
910102,9101,-7,-7,-7,-7,-7,-7,-7,-7
910103,9101,-7,-7,1,1,1,1,-7,-7
910104,9101,-7,-7,-7,1,1,1,1,-7
910301,9103,-7,-7,-7,-7,-7,-7,-7,-7
910302,9103,-7,-7,-7,-7,-7,-7,-7,-7
910303,9103,-7,-7,-7,-7,-7,-7,-7,-7
910401,9104,-7,-7,-7,-7,-7,-7,-7,-7
910402,9104,-7,-7,-7,-7,-7,-7,-7,-7
910403,9104,-7,-7,-7,-7,-7,-7,-7,-7
910404,9104,-7,-7,-7,-7,-7,-7,-7,-7
910601,9106,-7,1,1,2,3,-7,-7,-7
910801,9108,-7,-7,-7,-7,-7,-7,-7,-7
910802,9108,-7,-7,-7,-7,-7,-7,-7,-7
910803,9108,-7,-7,-7,-7,-7,-7,-7,-7
910901,9109,-7,-7,-7,-7,-7,-7,-7,-7
910902,9109,-7,-7,-7,-7,-7,-7,-7,-7
910903,9109,-7,1,-7,-7,-7,-7,-7,-7
911501,9115,-7,-7,-7,-7,-7,-7,-7,-7
911502,9115,-7,-7,-7,-7,-7,-7,-7,-7
911503,9115,1,1,1,-7,-7,-7,-7,-7
911701,9117,-7,-7,-7,-7,-7,-7,-7,-7
911702,9117,1,1,-7,-7,-7,-7,-7,-7
911801,9118,-7,-7,-7,-7,-7,-7,-7,-7
911802,9118,-7,-7,-7,-7,-7,-7,-7,-7
911803,9118,-7,-7,-7,-7,-7,-7,-7,-7
911901,9119,-7,-7,-7,-7,-7,-7,-7,-7
912201,9122,-7,-7,-7,-7,-7,-7,-7,-7
912202,9122,-7,-7,-7,-7,-7,-7,-7,-7
912401,9124,-7,-7,-7,-7,-7,-7,-7,-7
912402,9124,-7,-7,-7,-7,-7,-7,-7,-7
912901,9129,-7,-7,-7,-7,-7,-7,-7,-7
913301,9133,-7,-7,-7,-7,-7,-7,-7,-7
913302,9133,-7,-7,-7,-7,-7,-7,-7,-7
913401,9134,-7,1,-7,-7,-7,-7,-7,-7
913402,9134,-7,1,-7,-7,-7,-7,-7,-7
913501,9135,-7,-7,-7,-7,-7,-7,-7,-7
913801,9138,-7,-7,-7,-7,-7,-7,-7,-7
914101,9141,-7,-7,-7,-7,-7,-7,-7,-7
914102,9141,-7,-7,-7,-7,-7,-7,-7,-7
914201,9142,-7,-7,-7,-7,-7,-7,-7,-7
914202,9142,-7,-7,-7,-7,-7,-7,-7,-7
914203,9142,-7,-7,-7,-7,-7,-7,-7,-7
914301,9143,-7,-7,-7,-7,-7,-7,-7,-7
914302,9143,-7,-7,-7,-7,-7,-7,-7,-7
914401,9144,8,-7,-7,-7,-7,-7,-7,-7
914402,9144,8,4,-7,-7,-7,-7,-7,-7
914403,9144,8,4,8,-7,-7,-7,-7,-7
914501,9145,-7,-7,-7,-7,-7,-7,-7,-7
914502,9145,-7,-7,-7,-7,-7,-7,-7,-7
914503,9145,-7,-7,-7,-7,-7,-7,-7,-7
914504,9145,-7,-7,-7,-7,-7,-7,-7,-7
914801,9148,-7,-7,-7,-7,-7,-7,-7,-7
914802,9148,-7,-7,-7,-7,-7,-7,-7,-7
915701,9157,-7,-7,-7,-7,-7,-7,-7,-7
915702,9157,-7,-7,-7,-7,-7,-7,-7,-7
915703,9157,-7,-7,-7,-7,-7,-7,-7,-7
915901,9159,-7,-7,-7,-7,-7,-7,-7,-7
916701,9167,-7,-7,-7,-7,-7,-7,-7,-7
916801,9168,-7,-7,-7,-7,-7,-7,-7,-7
917101,9171,-7,-7,-7,-7,-7,-7,-7,-7
917102,9171,-7,-7,-7,-7,-7,-7,-7,-7
917103,9171,-7,-7,-7,-7,-7,-7,-7,-7
917201,9172,-7,-7,-7,-7,-7,-7,-7,-7
917202,9172,-7,-7,-7,-7,-7,-7,-7,-7
917301,9173,-7,-7,-7,-7,-7,-7,-7,-7
917302,9173,-7,-7,-7,-7,-7,-7,-7,-7
917303,9173,-7,-7,-7,-7,-7,-7,-7,-7
917401,9174,-7,-7,-7,-7,-7,-7,-7,-7
917801,9178,-7,-7,-7,-7,-7,-7,-7,-7
917802,9178,-7,-7,-7,-7,-7,-7,-7,-7
917901,9179,-7,-7,-7,-7,-7,-7,-7,-7
917902,9179,-7,-7,-7,-7,-7,-7,-7,-7
917903,9179,-7,-7,-7,-7,-7,-7,-7,-7
918001,9180,-7,-7,-7,-7,-7,-7,-7,-7
918002,9180,-7,-7,-7,-7,-7,-7,-7,-7
918003,9180,-7,-7,-7,-7,-7,-7,-7,-7
918004,9180,-7,-7,-7,-7,-7,-7,-7,-7
918005,9180,-7,-7,-7,-7,-7,-7,-7,-7
918201,9182,-7,-7,-7,-7,-7,-7,-7,-7
918202,9182,-7,-7,-7,-7,-7,-7,-7,-7
918203,9182,-7,-7,-7,-7,-7,-7,-7,-7
918301,9183,-7,-7,-7,-7,-7,-7,-7,-7
918302,9183,-7,-7,-7,-7,-7,-7,-7,-7
918303,9183,-7,-7,-7,-7,-7,-7,-7,-7
918501,9185,-7,-7,-7,-7,-7,-7,-7,-7
919201,9192,-7,-7,-7,-7,-7,-7,-7,-7
919202,9192,1,1,-7,-7,-7,-7,-7,-7
919301,9193,-7,-7,-7,1,1,1,1,-7
919501,9195,-7,-7,-7,-7,-7,-7,-7,-7
919901,9199,-7,-7,1,1,1,1,1,-7
919902,9199,-7,-7,-7,1,1,1,1,1
920101,9201,-7,-7,-7,-7,-7,-7,-7,-7
920102,9201,-7,-7,-7,-7,-7,-7,-7,-7
920201,9202,-7,-7,-7,-7,-7,-7,-7,-7
920501,9205,-7,-7,-7,-7,-7,-7,-7,-7
920502,9205,-7,-7,-7,-7,-7,-7,-7,-7
920503,9205,1,1,1,1,-7,-7,-7,-7
920601,9206,-7,-7,-7,-7,-7,-7,-7,-7
920602,9206,-7,-7,-7,-7,-7,-7,-7,-7
920801,9208,-7,-7,-7,-7,-7,-7,-7,-7
921401,9214,-7,-7,-7,-7,-7,-7,-7,-7
921402,9214,-7,-7,-7,-7,-7,-7,-7,-7
921403,9214,-7,-7,-7,-7,-7,-7,-7,-7
921404,9214,-7,-7,-7,-7,-7,-7,-7,-7
921901,9219,-7,-7,-7,3,-7,-7,1,1
922001,9220,-7,-7,-7,-7,-7,-7,-7,-7
922002,9220,-7,-7,-7,-7,-7,-7,-7,-7
922101,9221,-7,-7,-7,-7,-7,-7,-7,-7
922301,9223,-7,1,-7,-7,-7,-7,-7,-7
922302,9223,-7,3,1,1,1,1,-7,-7
922701,9227,-7,-7,-7,-7,-7,-7,-7,-7
922801,9228,-7,-7,-7,-7,-7,-7,-7,-7
922802,9228,-7,-7,-7,-7,-7,-7,-7,-7
922901,9229,-7,-7,-7,-7,-7,-7,-7,-7
922902,9229,-7,5,1,1,1,1,-7,-7
922903,9229,-7,-7,-7,-7,1,1,1,1
923101,9231,-7,-7,-7,-7,-7,-7,-7,-7
923102,9231,-7,-7,-7,-7,-7,-7,-7,-7
923301,9233,-7,-7,-7,-7,-7,-7,-7,-7
923302,9233,-7,-7,-7,-7,-7,-7,-7,-7
923303,9233,-7,-7,-7,-7,-7,-7,-7,-7
923401,9234,-7,-7,-7,-7,-7,-7,-7,-7
923402,9234,-7,-7,-7,-7,-7,-7,-7,-7
923601,9236,-7,-7,-7,-7,-7,-7,-7,-7
923801,9238,-7,-7,-7,-7,-7,-7,-7,-7
923802,9238,-7,-7,-7,-7,-7,-7,-7,-7
923901,9239,-7,-7,-7,-7,-7,-7,-7,-7
923902,9239,-7,-7,-7,-7,-7,-7,-7,-7
924301,9243,-7,-7,-7,-7,-7,-7,-7,-7
924401,9244,-7,-7,-7,-7,-7,-7,-7,-7
924402,9244,-7,-7,-7,-7,-7,-7,-7,-7
924601,9246,-7,-7,-7,-7,-7,-7,-7,-7
924602,9246,-7,-7,-7,-7,-7,-7,-7,-7
924801,9248,-7,-7,-7,-7,-7,-7,-7,-7
924802,9248,-7,-7,-7,-7,-7,-7,-7,-7
924901,9249,-7,-7,-7,-7,-7,-7,-7,-7
925201,9252,-7,-7,-7,-7,-7,-7,-7,-7
925202,9252,-7,-7,-7,-7,-7,-7,-7,-7
925501,9255,-7,-7,-7,-7,-7,-7,-7,-7
925502,9255,-7,-7,-7,-7,-7,-7,-7,-7
925503,9255,-7,-7,-7,-7,-7,-7,-7,-7
925504,9255,-7,-7,-7,-7,-7,-7,-7,-7
925601,9256,1,-7,-7,-7,-7,-7,-7,-7
925602,9256,-7,-7,1,1,1,1,-7,-7
925701,9257,-7,-7,-7,-7,-7,-7,-7,-7
925702,9257,-7,-7,-7,-7,-7,-7,-7,-7
925703,9257,-7,-7,-7,-7,-7,-7,-7,-7
925901,9259,-7,-7,-7,-7,-7,-7,-7,-7
925902,9259,-7,-7,-7,-7,-7,-7,-7,-7
926001,9260,-7,-7,-7,-7,-7,-7,-7,-7
926002,9260,-7,1,1,1,-7,-7,-7,-7
926101,9261,-7,-7,-7,-7,-7,-7,-7,-7
926102,9261,-7,-7,-7,-7,-7,-7,-7,-7
926201,9262,-7,-7,-7,-7,-7,-7,-7,-7
926401,9264,-7,-7,-7,-7,-7,-7,-7,-7
926402,9264,-7,-7,-7,-7,-7,-7,-7,-7
926403,9264,-7,-7,-7,-7,-7,-7,-7,-7
926801,9268,-7,-7,-7,-7,-7,-7,-7,-7
926802,9268,-7,-7,-7,-7,1,-7,-7,-7
927201,9272,-7,-7,-7,-7,-7,-7,-7,-7
927202,9272,-7,-7,-7,-7,-7,-7,-7,-7
927203,9272,-7,-7,-7,-7,-7,-7,-7,-7
927301,9273,-7,-7,-7,-7,-7,-7,-7,-7
927302,9273,-7,-7,-7,-7,-7,-7,-7,-7
927303,9273,-7,-7,-7,-7,-7,-7,-7,-7
927304,9273,-7,1,1,-7,-7,-7,-7,-7
927401,9274,-7,-7,-7,-7,-7,-7,-7,-7
927402,9274,-7,-7,-7,-7,-7,-7,-7,-7
927403,9274,-7,-7,-7,-7,-7,-7,-7,-7
927501,9275,-7,-7,-7,-7,-7,-7,-7,-7
927502,9275,-7,-7,-7,-7,-7,-7,-7,-7
927503,9275,-7,-7,-7,-7,-7,-7,-7,-7
927504,9275,1,-7,-7,-7,-7,-7,-7,-7
927701,9277,-7,-7,-7,-7,-7,-7,-7,-7
927702,9277,-7,-7,-7,-7,-7,-7,-7,-7
927703,9277,-7,-7,-7,-7,-7,-7,-7,-7
927801,9278,-7,-7,-7,-7,-7,-7,-7,-7
927802,9278,-7,-7,-7,-7,-7,-7,-7,-7
928101,9281,-7,-7,-7,-7,-7,-7,-7,-7
928102,9281,-7,-7,-7,-7,-7,-7,-7,-7
928103,9281,-7,-7,-7,-7,-7,-7,-7,-7
928401,9284,-7,-7,-7,-7,-7,-7,-7,-7
928402,9284,-7,-7,-7,-7,-7,-7,-7,-7
928403,9284,-7,-7,-7,-7,-7,-7,-7,-7
928404,9284,-7,-7,-7,-7,-7,-7,-7,-7
928601,9286,1,-7,-7,-7,-7,-7,-7,-7
928602,9286,1,1,1,-7,-7,-7,-7,-7
928701,9287,-7,-7,-7,-7,-7,-7,-7,-7
928702,9287,1,1,1,-7,-7,-7,-7,-7
928703,9287,1,1,1,1,-7,-7,-7,-7
928704,9287,1,1,1,1,2,-7,-7,-7
929801,9298,-7,-7,-7,-7,-7,-7,-7,-7
929802,9298,-7,-7,-7,-7,-7,-7,-7,-7
929803,9298,-7,-7,1,1,1,-7,-7,-7
929804,9298,-7,-7,1,1,2,-7,-7,-7
929805,9298,-7,-7,1,1,2,1,-7,-7
930801,9308,-7,-7,-7,-7,-7,-7,-7,-7
930802,9308,-7,-7,1,-7,-7,-7,-7,-7
930803,9308,-7,-7,1,-7,1,-7,-7,-7
930804,9308,-7,-7,1,-7,1,1,1,-7
930805,9308,-7,-7,-7,-7,1,1,1,-7
930806,9308,-7,-7,-7,-7,4,1,1,1
930807,9308,-7,-7,-7,-7,4,1,1,1
931201,9312,-7,-7,-7,-7,-7,-7,-7,-7
931202,9312,1,1,1,1,-7,-7,-7,-7
931203,9312,-7,-7,-7,1,1,1,1,1
931204,9312,-7,-7,-7,-7,1,1,1,1
931701,9317,-7,-7,-7,-7,-7,-7,-7,-7
931702,9317,-7,-7,-7,-7,-7,-7,-7,-7
931703,9317,1,-7,-7,-7,-7,-7,-7,-7
931704,9317,1,-7,-7,-7,-7,-7,-7,-7
931901,9319,-7,-7,-7,-7,-7,-7,-7,-7
931902,9319,-7,-7,-7,-7,-7,-7,-7,-7
931903,9319,1,1,-7,-7,-7,-7,-7,-7
932301,9323,-7,-7,-7,-7,-7,-7,-7,-7
932501,9325,-7,-7,-7,-7,-7,-7,-7,-7
932502,9325,-7,-7,-7,-7,-7,-7,-7,-7
933001,9330,-7,-7,-7,-7,-7,-7,-7,-7
933301,9333,1,1,1,1,-7,-7,-7,-7
933601,9336,-7,1,-7,-7,-7,-7,-7,-7
933701,9337,-7,-7,-7,-7,-7,-7,-7,-7
933702,9337,-7,1,2,2,-7,-7,-7,-7
934001,9340,1,-7,-7,-7,-7,-7,-7,-7
934101,9341,1,-7,-7,-7,-7,-7,-7,-7
934102,9341,1,1,-7,-7,-7,-7,-7,-7
934201,9342,-7,-7,-7,-7,-7,-7,-7,-7
934202,9342,-7,1,1,1,-7,-7,-7,-7
934401,9344,-7,-7,-7,-7,-7,-7,-7,-7
934402,9344,-7,-7,-7,-7,-7,-7,-7,-7
934601,9346,-7,-7,-7,-7,-7,-7,-7,-7
934701,9347,-7,-7,-7,-7,-7,-7,-7,-7
934702,9347,-7,-7,-7,-7,-7,-7,-7,-7
934901,9349,-7,-7,-7,-7,-7,-7,-7,-7
934902,9349,-7,-7,-7,-7,-7,-7,-7,-7
934903,9349,1,1,-7,-7,-7,-7,-7,-7
934904,9349,1,1,1,-7,-7,-7,-7,-7
935301,9353,-7,-7,-7,-7,-7,-7,-7,-7
935302,9353,-7,-7,-7,-7,-7,-7,-7,-7
935401,9354,-7,-7,-7,-7,-7,-7,-7,-7
935402,9354,-7,1,1,1,-7,-7,-7,-7
935403,9354,-7,1,1,1,1,-7,-7,-7
935501,9355,-7,-7,-7,-7,-7,-7,-7,-7
935901,9359,-7,1,1,1,-7,-7,-7,-7
935902,9359,-7,1,1,1,1,-7,-7,-7
936001,9360,-7,3,3,3,3,3,-7,-7
936002,9360,-7,-7,-7,-7,3,3,3,3
936301,9363,-7,-7,-7,-7,-7,-7,-7,-7
936501,9365,-7,4,4,4,4,-7,-7,-7
936601,9366,-7,-7,-7,-7,-7,-7,-7,-7
936602,9366,-7,-7,-7,-7,-7,-7,-7,-7
937101,9371,-7,-7,-7,-7,-7,-7,-7,-7
937102,9371,-7,-7,-7,-7,-7,-7,-7,-7
937401,9374,-7,-7,-7,-7,-7,-7,-7,-7
937402,9374,-7,-7,-7,-7,-7,-7,-7,-7
937403,9374,-7,-7,-7,-7,-7,-7,-7,-7
937404,9374,-7,-7,-7,-7,-7,-7,-7,-7
937801,9378,-7,-7,-7,-7,-7,-7,-7,-7
937802,9378,-7,-7,-7,-7,-7,-7,-7,-7
938001,9380,-7,1,-7,-7,-7,-7,-7,-7
938002,9380,-7,1,-7,-7,-7,-7,-7,-7
938101,9381,-7,-7,-7,-7,-7,-7,-7,-7
938102,9381,-7,-7,-7,-7,-7,-7,-7,-7
938103,9381,-7,-7,-7,-7,-7,-7,-7,-7
938201,9382,-7,-7,-7,-7,-7,-7,-7,-7
938202,9382,-7,-7,-7,-7,-7,-7,-7,-7
938203,9382,-7,-7,-7,-7,-7,-7,-7,-7
938204,9382,-7,-7,-7,-7,-7,-7,-7,-7
938205,9382,-7,-7,1,1,1,1,1,-7
938301,9383,-7,-7,-7,-7,-7,-7,-7,-7
938302,9383,-7,-7,-7,-7,-7,-7,-7,-7
938401,9384,-7,-7,-7,-7,-7,-7,-7,-7
938801,9388,-7,-7,-7,-7,-7,-7,-7,-7
938802,9388,1,-7,-7,-7,-7,-7,-7,-7
938803,9388,1,1,-7,-7,-7,-7,-7,-7
939201,9392,-7,-7,-7,-7,-7,-7,-7,-7
939202,9392,-7,-7,-7,-7,-7,-7,-7,-7
939203,9392,-7,-7,-7,-7,-7,-7,-7,-7
939601,9396,-7,-7,-7,-7,-7,-7,-7,-7
939602,9396,-7,-7,-7,-7,-7,-7,-7,-7
939603,9396,-7,-7,-7,-7,-7,-7,-7,-7
939701,9397,-7,-7,-7,-7,-7,-7,-7,-7
939702,9397,-7,-7,-7,-7,-7,-7,-7,-7
940101,9401,-7,-7,-7,-7,-7,-7,-7,-7
940102,9401,-7,-7,-7,-7,-7,-7,-7,-7
940103,9401,-7,1,1,-7,-7,-7,-7,-7
940301,9403,-7,-7,-7,-7,-7,-7,-7,-7
940302,9403,-7,-7,-7,-7,-7,-7,-7,-7
940601,9406,-7,-7,-7,-7,-7,-7,-7,-7
940801,9408,-7,-7,-7,-7,-7,-7,-7,-7
940802,9408,-7,-7,-7,-7,-7,-7,-7,-7
940803,9408,-7,-7,-7,-7,-7,-7,-7,-7
941301,9413,-7,-7,-7,-7,-7,-7,-7,-7
941302,9413,1,1,-7,-7,-7,-7,-7,-7
941601,9416,-7,-7,-7,-7,-7,-7,-7,-7
941602,9416,1,-7,-7,-7,-7,-7,-7,-7
942101,9421,-7,-7,-7,-7,-7,-7,-7,-7
942102,9421,-7,1,1,-7,-7,-7,-7,-7
942301,9423,-7,-7,1,1,1,1,1,-7
942302,9423,-7,-7,-7,-7,1,1,1,-7
942303,9423,-7,-7,-7,-7,1,1,1,1
942901,9429,-7,-7,-7,-7,-7,-7,-7,-7
942902,9429,-7,-7,-7,-7,-7,-7,-7,-7
943001,9430,-7,-7,-7,-7,-7,-7,-7,-7
943002,9430,-7,-7,-7,-7,-7,-7,-7,-7
943201,9432,-7,-7,-7,-7,-7,-7,-7,-7
943301,9433,-7,-7,-7,-7,-7,-7,-7,-7
943302,9433,-7,-7,-7,-7,-7,-7,-7,-7
943401,9434,1,-7,-7,-7,-7,-7,-7,-7
943402,9434,1,1,-7,-7,-7,-7,-7,-7
944001,9440,-7,-7,-7,-7,-7,-7,-7,-7
944002,9440,-7,-7,-7,-7,-7,-7,-7,-7
944101,9441,-7,-7,-7,-7,-7,-7,-7,-7
944102,9441,-7,-7,-7,-7,-7,-7,-7,-7
944103,9441,-7,-7,1,-7,-7,-7,-7,-7
944104,9441,-7,-7,1,1,-7,-7,-7,-7
944601,9446,-7,-7,-7,-7,-7,-7,-7,-7
944602,9446,-7,-7,-7,-7,-7,-7,-7,-7
945201,9452,-7,-7,-7,-7,-7,-7,-7,-7
945501,9455,-7,-7,-7,-7,-7,-7,-7,-7
945502,9455,-7,-7,-7,-7,-7,-7,-7,-7
945601,9456,-7,-7,-7,-7,-7,-7,-7,-7
945901,9459,-7,-7,-7,-7,-7,-7,-7,-7
946001,9460,-7,-7,-7,-7,-7,-7,-7,-7
946101,9461,-7,-7,-7,-7,-7,-7,-7,-7
946102,9461,-7,-7,-7,-7,-7,-7,-7,-7
946401,9464,-7,-7,-7,-7,-7,-7,-7,-7
946601,9466,-7,-7,-7,-7,-7,-7,-7,-7
946602,9466,-7,-7,-7,-7,-7,-7,-7,-7
946901,9469,-7,-7,-7,-7,-7,-7,-7,-7
947301,9473,-7,-7,-7,-7,-7,-7,-7,-7
947302,9473,-7,-7,-7,-7,-7,-7,-7,-7
947303,9473,-7,-7,-7,-7,-7,-7,-7,-7
947304,9473,-7,-7,-7,-7,-7,-7,-7,-7
947305,9473,-7,-7,-7,-7,-7,-7,-7,-7
947601,9476,-7,-7,-7,-7,-7,-7,-7,-7
947602,9476,-7,-7,-7,-7,-7,-7,-7,-7
947701,9477,-7,-7,-7,-7,-7,-7,-7,-7
947702,9477,-7,-7,-7,-7,-7,-7,-7,-7
947703,9477,-7,-7,-7,-7,-7,-7,-7,-7
947901,9479,-7,-7,-7,-7,-7,-7,-7,-7
947902,9479,-7,-7,-7,-7,-7,-7,-7,-7
948201,9482,-7,-7,-7,-7,-7,-7,-7,-7
948202,9482,-7,-7,-7,-7,-7,-7,-7,-7
948203,9482,-7,-7,-7,-7,-7,-7,-7,-7
948301,9483,-7,-7,-7,-7,-7,-7,-7,-7
948302,9483,-7,-7,-7,-7,-7,-7,-7,-7
948501,9485,-7,-7,-7,-7,-7,-7,-7,-7
948502,9485,-7,-7,-7,-7,-7,-7,-7,-7
948503,9485,-7,-7,-7,-7,-7,-7,-7,-7
948504,9485,-7,-7,-7,-7,-7,-7,-7,-7
948701,9487,-7,-7,-7,-7,-7,-7,-7,-7
948702,9487,-7,-7,-7,-7,-7,-7,-7,-7
948801,9488,-7,-7,-7,-7,-7,-7,-7,-7
948802,9488,-7,-7,-7,-7,-7,-7,-7,-7
948803,9488,-7,-7,-7,-7,-7,-7,-7,-7
949201,9492,-7,-7,-7,-7,-7,-7,-7,-7
949202,9492,-7,-7,-7,-7,-7,-7,-7,-7
949601,9496,-7,-7,-7,-7,-7,-7,-7,-7
949602,9496,-7,-7,-7,-7,-7,-7,-7,-7
949603,9496,-7,-7,-7,-7,-7,-7,-7,-7
949701,9497,-7,-7,-7,-7,-7,-7,-7,-7
949702,9497,-7,-7,-7,-7,-7,-7,-7,-7
949801,9498,-7,-7,-7,-7,-7,-7,-7,-7
949802,9498,-7,-7,-7,-7,-7,-7,-7,-7
949803,9498,-7,-7,-7,-7,-7,-7,-7,-7
949804,9498,-7,-7,-7,-7,-7,-7,-7,-7
949805,9498,-7,-7,-7,-7,-7,-7,-7,-7
949901,9499,-7,-7,-7,-7,-7,-7,-7,-7
949902,9499,-7,-7,-7,-7,-7,-7,-7,-7
949903,9499,-7,-7,-7,-7,-7,-7,-7,-7
949904,9499,-7,-7,-7,-7,-7,-7,-7,-7
949905,9499,-7,-7,-7,-7,-7,-7,-7,-7
949906,9499,-7,-7,-7,-7,-7,-7,-7,-7
949907,9499,-7,-7,-7,-7,-7,-7,-7,-7
950101,9501,-7,-7,-7,-7,-7,-7,-7,-7
950401,9504,-7,-7,-7,-7,-7,1,1,1
950701,9507,-7,-7,-7,-7,-7,-7,-7,-7
950702,9507,-7,-7,-7,-7,-7,-7,-7,-7
950703,9507,-7,-7,-7,-7,-7,-7,-7,-7
951001,9510,-7,-7,-7,-7,-7,-7,-7,-7
951201,9512,-7,-7,-7,-7,-7,-7,-7,-7
951202,9512,-7,-7,-7,1,1,-7,-7,-7
951501,9515,-7,-7,-7,-7,-7,-7,-7,-7
951502,9515,-7,-7,-7,-7,-7,-7,-7,-7
951503,9515,-7,-7,-7,-7,-7,-7,-7,-7
951601,9516,-7,-7,-7,-7,-7,-7,-7,-7
951602,9516,-7,-7,-7,-7,-7,-7,-7,-7
951603,9516,-7,-7,-7,-7,-7,-7,-7,-7
951604,9516,-7,-7,-7,-7,-7,-7,-7,-7
951605,9516,-7,-7,-7,-7,-7,-7,-7,-7
951701,9517,-7,-7,-7,-7,-7,-7,-7,-7
951702,9517,-7,-7,-7,-7,-7,-7,-7,-7
952101,9521,-7,-7,-7,-7,-7,-7,-7,-7
952102,9521,1,1,-7,-7,-7,-7,-7,-7
952103,9521,1,1,1,1,-7,-7,-7,-7
952201,9522,-7,-7,-7,-7,-7,-7,-7,-7
952202,9522,-7,-7,-7,-7,-7,-7,-7,-7
952301,9523,-7,-7,-7,-7,-7,-7,-7,-7
952302,9523,-7,-7,-7,-7,-7,-7,-7,-7
952303,9523,-7,-7,-7,-7,-7,-7,-7,-7
952304,9523,1,-7,-7,-7,-7,-7,-7,-7
952305,9523,1,1,1,-7,-7,-7,-7,-7
952306,9523,1,1,1,1,-7,-7,-7,-7
952307,9523,-7,-7,-7,1,1,1,1,-7
952501,9525,-7,-7,-7,-7,-7,-7,-7,-7
952901,9529,-7,-7,-7,-7,-7,-7,-7,-7
952902,9529,-7,-7,-7,-7,-7,-7,-7,-7
952903,9529,-7,-7,-7,-7,-7,-7,-7,-7
952904,9529,-7,-7,-7,-7,-7,-7,-7,-7
953001,9530,-7,-7,-7,-7,-7,-7,-7,-7
953002,9530,-7,1,1,-7,-7,-7,-7,-7
953201,9532,-7,-7,-7,-7,-7,-7,-7,-7
953202,9532,-7,-7,-7,-7,-7,-7,-7,-7
953203,9532,-7,-7,1,-7,-7,-7,-7,-7
953601,9536,-7,-7,-7,-7,-7,-7,-7,-7
953602,9536,-7,-7,-7,-7,-7,-7,-7,-7
953701,9537,-7,-7,-7,-7,-7,-7,-7,-7
953702,9537,-7,-7,-7,-7,-7,-7,-7,-7
953703,9537,-7,-7,-7,-7,-7,-7,-7,-7
953704,9537,-7,-7,-7,-7,-7,-7,-7,-7
954101,9541,-7,-7,-7,1,1,1,1,-7
954201,9542,-7,-7,-7,-7,-7,-7,-7,-7
954202,9542,-7,-7,-7,-7,-7,-7,-7,-7
954203,9542,-7,-7,-7,-7,-7,-7,-7,-7
954204,9542,-7,-7,-7,-7,-7,-7,-7,-7
955401,9554,-7,-7,-7,-7,-7,-7,-7,-7
955402,9554,-7,-7,-7,-7,-7,-7,-7,-7
955403,9554,-7,-7,-7,-7,-7,-7,-7,-7
955601,9556,-7,-7,-7,-7,-7,-7,-7,-7
955602,9556,-7,-7,-7,-7,-7,-7,-7,-7
955701,9557,-7,-7,-7,-7,-7,-7,-7,-7
955702,9557,1,-7,-7,-7,-7,-7,-7,-7
955801,9558,-7,-7,-7,-7,-7,-7,-7,-7
955802,9558,1,1,1,-7,-7,-7,-7,-7
956001,9560,1,1,1,-7,-7,-7,-7,-7
956401,9564,-7,-7,-7,-7,-7,-7,-7,-7
956701,9567,-7,-7,-7,-7,-7,-7,-7,-7
956702,9567,-7,1,-7,-7,-7,-7,-7,-7
956801,9568,1,1,-7,-7,-7,-7,-7,-7
956802,9568,1,1,1,-7,-7,-7,-7,-7
956803,9568,1,1,1,1,-7,-7,-7,-7
957401,9574,-7,-7,-7,-7,-7,-7,-7,-7
957402,9574,-7,-7,-7,-7,-7,-7,-7,-7
957501,9575,-7,-7,-7,-7,-7,-7,-7,-7
957502,9575,-7,-7,-7,-7,-7,-7,-7,-7
957503,9575,-7,-7,-7,-7,-7,-7,-7,-7
957504,9575,-7,3,3,3,3,1,-7,-7
957601,9576,-7,-7,-7,1,1,1,1,-7
957602,9576,-7,-7,-7,-7,-7,1,1,1
957603,9576,-7,-7,-7,-7,-7,1,1,1
957801,9578,-7,-7,-7,-7,-7,-7,-7,-7
957802,9578,-7,-7,-7,-7,-7,-7,-7,-7
957803,9578,-7,-7,-7,-7,-7,-7,-7,-7
957804,9578,-7,-7,-7,-7,-7,-7,-7,-7
957805,9578,-7,1,1,-7,-7,-7,-7,-7
957806,9578,-7,1,1,1,1,-7,-7,-7
957901,9579,-7,1,-7,-7,-7,-7,-7,-7
957902,9579,-7,1,1,1,-7,-7,-7,-7
958201,9582,-7,1,-7,-7,-7,-7,-7,-7
958202,9582,-7,1,1,1,1,-7,-7,-7
959301,9593,-7,-7,-7,-7,-7,-7,-7,-7
959302,9593,-7,-7,-7,-7,-7,-7,-7,-7
959303,9593,-7,-7,-7,-7,-7,-7,-7,-7
959401,9594,-7,-7,-7,-7,-7,-7,-7,-7
959402,9594,-7,-7,-7,-7,-7,-7,-7,-7
959601,9596,-7,-7,-7,-7,-7,-7,-7,-7
959602,9596,-7,-7,-7,-7,-7,-7,-7,-7
959701,9597,-7,-7,-7,-7,-7,-7,-7,-7
960201,9602,-7,-7,-7,-7,-7,-7,-7,-7
960202,9602,-7,-7,-7,-7,-7,-7,-7,-7
960401,9604,-7,-7,-7,-7,-7,-7,-7,-7
960402,9604,-7,-7,-7,-7,-7,-7,-7,-7
