,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,MOVED,NUM_CHILDREN,STYPE
4056,44901,449,3,2,10,1996,92,2004,29,22,30,106,66,31,105,64,115.5,86,113.1,81,111.6,79,91,50,59000.0,0,0,2,1
4058,45202,452,3,1,11,1997,112,2004,78,26,20,104,61,24,110,74,79.5,8,74.7,5,93.9,34,77,46,86008.0,0,0,2,1
4061,45901,459,3,1,2,1991,135,2004,99,77,65,110,75,79,126,96,113.0,81,113.6,82,106.9,68,159,87,98500.0,0,0,3,1
4062,45902,459,3,1,11,1992,128,2004,97,68,62,116,85,73,122,93,122.1,93,120.8,92,115.1,84,138,87,98500.0,0,0,3,1
4063,45903,459,3,1,5,1995,135,2004,99,65,54,125,95,47,112,78,111.9,79,109.8,75,110.7,77,108,87,98500.0,0,0,3,1
4067,47403,474,3,2,11,1997,135,2004,99,44,26,115,84,30,119,90,89.0,23,88.1,21,93.9,34,79,30,44700.0,0,0,3,1
4074,53301,533,3,2,4,1993,101,2004,53,48,44,94,34,71,122,93,113.0,81,106.5,66,115.1,84,134,47,88000.0,0,0,1,1
4075,53602,536,3,1,11,1990,105,2004,64,61,52,97,41,50,92,29,93.4,32,82.1,12,106.9,68,164,4,4622.666666666667,0,0,2,1
4076,54803,548,3,2,11,1990,111,2004,77,65,51,94,34,74,117,87,85.7,18,99.3,47,74.1,4,165,63,59520.0,0,0,4,1
4083,56303,563,3,2,9,1991,93,2004,32,47,49,94,35,71,116,86,113.0,81,113.6,82,106.9,68,155,42,155000.0,0,0,3,1
4084,56701,567,3,2,8,1993,109,2004,72,51,56,116,85,59,116,86,103.9,61,113.6,82,90.5,27,131,51,408473.0,0,0,2,1
4085,56702,567,3,1,4,1995,120,2004,91,51,43,109,73,37,100,49,98.0,45,109.8,75,82.3,12,110,51,408473.0,0,0,2,1
4086,56801,568,3,2,5,1991,107,2004,67,60,50,96,39,57,101,53,99.3,47,106.5,66,90.5,27,156,46,,0,0,1,1
4094,60402,604,3,1,9,1990,114,2004,83,67,73,119,90,78,123,94,94.8,37,99.3,47,90.5,27,164,50,129000.0,0,0,4,1
4099,62103,621,2,2,4,1994,83,2004,13,32,22,72,3,38,94,34,103.9,61,113.6,82,90.5,27,121,1,4620.0,0,0,3,1
4101,65001,650,3,1,4,1992,88,2004,21,43,40,85,16,58,105,64,113.0,81,106.5,66,115.1,84,143,80,102000.0,1,0,2,1
4102,65002,650,3,1,10,1994,102,2004,56,44,45,107,67,44,103,57,107.3,68,102.6,58,110.7,77,114,80,102000.0,1,0,2,1
4104,66402,664,3,2,6,1993,85,2004,16,40,45,97,42,55,110,74,113.0,81,106.5,66,115.1,84,132,51,96750.0,0,0,2,1
4110,73304,733,3,1,4,1991,81,2004,10,41,55,102,54,49,91,28,113.0,81,120.8,92,98.7,47,158,18,67200.0,0,0,4,1
4111,74301,743,3,1,5,1992,122,2004,93,66,57,109,72,71,119,90,90.2,25,99.3,47,82.3,12,143,82,129000.0,0,0,2,1
4112,74302,743,3,2,5,1992,125,2004,95,68,47,95,38,69,117,87,99.3,47,106.5,66,90.5,27,143,82,129000.0,0,0,2,1
4113,74602,746,3,1,7,1990,99,2004,48,57,42,82,11,46,86,17,90.2,25,77.8,7,106.9,68,166,68,64050.0,0,0,2,1
4116,75702,757,2,1,2,1994,128,2004,97,65,52,112,78,62,120,91,99.3,47,113.6,82,82.3,12,124,27,35000.0,0,0,2,1
4119,76103,761,3,1,12,1993,108,2004,71,50,44,99,47,45,99,47,99.3,47,99.3,47,98.7,47,125,51,33000.0,0,0,3,1
4120,76405,764,1,1,3,1991,82,2004,12,42,53,99,48,80,131,98,72.0,3,63.5,1,90.5,27,159,21,17500.0,0,0,5,1
4121,76804,768,3,1,8,1993,105,2004,63,49,47,102,55,62,118,89,90.2,25,99.3,47,82.3,12,130,66,101000.0,0,0,4,1
4122,79204,792,3,2,8,1997,101,2004,52,23,20,98,44,23,101,52,103.2,58,108.3,70,93.9,34,81,26,124166.66666666667,0,0,4,1
4123,80304,803,3,2,5,1996,111,2004,77,42,35,107,67,40,111,76,107.8,70,95.1,37,120.9,92,96,76,153000.0,0,0,6,1
4124,81101,811,3,2,4,1993,123,2004,94,64,60,118,88,65,118,89,113.0,81,120.8,92,98.7,47,133,67,53200.0,0,0,1,1
4127,82001,820,3,1,12,1996,131,2004,98,51,30,109,72,26,102,54,120.4,91,113.1,81,121.4,92,88,45,138500.0,0,0,1,1
4132,83901,839,2,2,1,1993,69,2004,2,28,36,82,12,27,74,4,108.4,70,99.3,47,115.1,84,137,7,65000.0,0,0,1,1
4141,90002,900,3,2,7,1990,115,2004,84,68,67,110,75,78,123,94,99.3,47,99.3,47,98.7,47,165,73,101592.0,0,0,4,1
4142,90003,900,3,1,3,1996,115,2004,84,44,46,120,91,51,123,94,107.8,70,109.3,73,102.1,55,97,73,101592.0,0,0,4,1
4143,90601,906,3,2,1,1995,112,2004,79,48,46,110,74,47,108,70,116.1,86,124.3,95,99.3,47,113,89,92000.0,0,0,3,1
4144,90602,906,3,1,11,1996,121,2004,92,44,30,109,72,32,109,73,115.5,86,120.2,91,101.9,55,92,89,92000.0,0,0,3,1
4150,96601,966,3,2,2,1997,106,2004,66,31,25,102,54,29,105,64,110.6,77,105.9,66,111.6,79,90,16,65600.0,0,0,2,1
4155,101702,1017,3,1,6,1992,99,2004,48,49,42,89,23,44,89,24,90.2,25,92.1,30,90.5,27,143,71,132300.0,0,0,2,1
4156,101801,1018,3,1,6,1992,97,2004,41,47,52,103,59,62,110,75,126.7,96,120.8,92,123.3,94,144,42,83000.0,0,0,2,1
4157,101802,1018,3,2,4,1995,120,2004,91,52,52,120,91,57,123,94,121.2,92,117.0,87,120.2,91,111,42,83000.0,0,0,2,1
4158,102401,1024,3,2,2,1991,109,2004,73,63,76,123,94,66,107,69,108.4,70,106.5,66,106.9,68,158,76,88100.0,0,0,1,1
4161,103801,1038,3,1,2,1991,89,2004,24,46,28,69,2,34,74,4,108.4,70,106.5,66,106.9,68,160,56,94200.0,0,0,2,1
4162,103802,1038,3,1,5,1994,125,2004,95,61,38,92,30,51,108,71,113.0,81,106.5,66,115.1,84,121,56,94200.0,0,0,2,1
4165,106503,1065,3,2,8,1991,98,2004,45,50,48,93,33,56,101,53,90.2,25,70.6,3,115.1,84,152,77,62000.0,0,0,3,1
4166,108003,1080,3,1,9,1993,125,2004,95,64,45,99,47,45,97,42,113.0,81,106.5,66,115.1,84,128,53,39500.0,0,0,3,1
4170,109301,1093,3,1,2,1993,120,2004,91,64,70,122,93,72,121,92,126.7,96,120.8,92,123.3,94,138,49,64000.0,0,0,3,1
4171,109302,1093,3,2,9,1994,85,2004,16,34,42,100,50,51,110,75,126.7,96,120.8,92,123.3,94,119,49,64000.0,0,0,3,1
4172,109303,1093,3,2,1,1997,108,2004,70,33,42,120,91,31,108,71,125.3,95,120.2,91,121.4,92,91,49,64000.0,0,0,3,1
4175,111602,1116,1,2,5,1998,108,2004,71,21,43,135,99,26,120,91,74.7,5,81.4,10,75.9,5,75,29,64300.0,0,0,2,1
4176,111702,1117,1,2,3,1993,122,2004,93,64,57,113,81,69,121,92,117.6,88,113.6,82,115.1,84,133,40,51800.0,0,0,3,1
4178,113002,1130,1,2,10,1992,102,2004,55,50,46,95,36,38,84,15,107.5,70,106.5,66,105.2,63,139,45,133880.0,0,0,2,1
4183,116004,1160,2,2,7,1995,125,2004,95,52,46,116,86,47,114,82,103.2,58,116.4,86,83.3,13,106,26,85000.0,0,0,6,1
4184,117702,1177,3,1,8,1992,118,2004,88,64,50,100,50,66,113,81,99.3,47,92.1,30,106.9,68,142,97,83400.0,0,0,2,1
4188,122003,1220,2,1,2,1996,93,2004,33,27,27,96,40,24,88,22,89.3,23,80.9,10,102.1,55,98,4,32000.0,0,0,3,1
4190,122803,1228,3,2,11,1993,105,2004,64,48,37,89,23,51,107,68,94.8,37,106.5,66,82.3,12,128,38,8560.0,0,0,3,1
4195,128602,1286,2,2,10,1993,96,2004,39,44,42,94,35,47,99,48,94.8,37,106.5,66,82.3,12,129,10,34166.666666666664,0,0,2,1
4199,132301,1323,3,1,8,1992,126,2004,96,69,65,116,86,73,122,93,117.6,88,106.5,66,123.3,94,141,80,108500.0,0,0,2,1
4203,132601,1326,3,2,3,1998,114,2004,83,25,19,105,64,28,122,93,108.0,70,108.3,70,102.9,58,75,44,150000.0,0,0,2,1
4214,137502,1375,2,2,9,1992,80,2004,9,38,36,82,11,41,87,19,94.8,37,92.1,30,98.7,47,140,29,18532.0,0,0,2,1
4215,137801,1378,2,2,8,1990,89,2004,24,47,48,89,23,55,95,37,85.7,18,85.0,16,90.5,27,168,19,62500.0,0,0,1,1
4216,138501,1385,2,1,3,1990,104,2004,60,62,50,90,26,46,84,14,103.9,61,106.5,66,98.7,47,174,30,34800.0,0,0,1,1
4217,139902,1399,1,2,3,1992,128,2004,97,71,67,117,87,82,135,99,113.0,81,113.6,82,106.9,68,145,63,105000.0,0,0,2,1
4219,141002,1410,3,2,5,1991,128,2004,97,72,66,112,79,75,120,91,93.4,32,106.5,66,79.0,8,157,76,80800.0,0,0,2,1
4230,152505,1525,3,1,8,1992,105,2004,64,53,48,98,45,54,103,59,85.7,18,92.1,30,82.3,12,140,25,41000.0,0,0,5,1
4231,153203,1532,3,2,8,1996,135,2004,99,54,42,118,89,59,135,99,76.4,5,84.4,14,72.7,4,92,35,37600.0,0,0,4,1
4235,158102,1581,3,2,12,1995,92,2004,29,28,35,105,62,46,115,84,93.9,34,95.1,37,92.7,32,103,11,,0,0,2,1
4236,158702,1587,3,2,4,1990,126,2004,96,75,80,126,96,82,135,99,108.4,70,113.6,82,98.7,47,167,91,48311.0,0,0,2,1
4237,159202,1592,3,1,2,1998,106,2004,65,19,19,105,64,26,120,91,84.2,14,94.9,37,75.9,5,75,19,17700.0,1,0,2,1
4240,162501,1625,3,2,3,1996,118,2004,88,45,35,107,67,36,107,67,98.6,47,102.2,55,92.7,32,99,87,90180.0,0,0,2,1
4241,163401,1634,3,2,10,1991,103,2004,58,54,48,94,35,68,114,82,108.4,70,106.5,66,106.9,68,151,96,99378.0,0,0,1,1
4246,165701,1657,3,1,1,1991,78,2004,7,40,25,65,1,34,75,5,58.3,0,63.5,1,65.9,1,160,87,54659.0,0,0,2,1
4247,165702,1657,3,1,10,1994,93,2004,32,38,37,97,41,35,94,34,98.0,45,88.1,21,110.7,77,115,87,54659.0,0,0,2,1
4248,165801,1658,3,2,8,1994,122,2004,93,56,46,108,70,41,99,47,102.7,58,88.1,21,120.2,91,118,95,52000.0,0,0,2,1
4252,167602,1676,3,1,5,1990,135,2004,99,81,66,109,73,81,131,98,108.4,70,99.3,47,115.1,84,168,86,126100.0,0,0,2,1
4253,172302,1723,1,1,7,1990,85,2004,16,44,53,97,42,48,89,24,117.6,88,113.6,82,115.1,84,168,24,,0,0,3,1
4258,173503,1735,3,2,5,1995,91,2004,27,32,45,113,80,44,108,71,121.2,92,124.3,95,110.7,77,108,59,51030.0,0,0,3,1
4259,174001,1740,3,2,9,1998,118,2004,89,23,38,135,99,45,135,99,102.1,55,92.7,32,108.4,70,68,50,160000.0,0,0,2,1
4271,180402,1804,3,1,10,1990,135,2004,99,83,71,116,86,84,135,99,76.6,6,92.1,30,65.9,1,164,90,88250.0,0,0,3,1
4272,182903,1829,2,1,11,1990,82,2004,11,42,50,93,32,52,94,34,94.8,37,85.0,16,106.9,68,164,9,3605.0,0,0,4,1
4274,184201,1842,3,2,1,1994,110,2004,75,51,50,108,71,81,135,99,117.6,88,120.8,92,106.9,68,125,65,108100.0,0,0,1,1
4276,185303,1853,3,1,11,1992,98,2004,45,47,52,106,65,67,116,86,90.2,25,85.0,16,98.7,47,138,61,75000.0,0,0,4,1
4277,185304,1853,3,2,9,1997,114,2004,82,30,25,110,75,34,121,92,84.2,14,101.6,55,66.9,1,80,61,75000.0,0,0,4,1
4278,186302,1863,3,1,9,1990,102,2004,56,59,43,84,14,58,98,46,103.9,61,85.0,16,123.3,94,165,58,36500.0,0,0,3,1
4279,186303,1863,3,2,4,1995,123,2004,94,53,34,98,45,43,107,68,98.0,45,80.9,10,120.2,91,110,58,41000.0,0,0,3,1
4283,189602,1896,3,1,3,1992,110,2004,75,60,52,102,56,73,121,92,108.4,70,99.3,47,115.1,84,146,85,65000.0,0,0,2,1
4291,193803,1938,3,2,10,1993,123,2004,94,61,66,126,96,63,121,92,90.2,25,92.1,30,90.5,27,127,73,100000.0,0,0,3,1
4292,195101,1951,3,2,4,1995,118,2004,89,50,42,107,69,47,112,78,88.8,23,95.3,37,82.3,12,109,43,86000.0,0,0,2,1
4293,195102,1951,3,1,9,1997,122,2004,93,39,38,125,95,32,118,88,89.0,23,94.9,37,84.9,16,81,43,86000.0,0,0,2,1
4294,195301,1953,3,1,8,1993,128,2004,97,66,64,121,92,80,135,99,117.6,88,120.8,92,106.9,68,130,80,199000.0,0,0,2,1
4306,204201,2042,3,1,6,1993,119,2004,90,61,72,128,97,48,99,47,122.1,93,120.8,92,115.1,84,130,89,86060.0,0,0,2,1
4310,205802,2058,2,2,9,1992,121,2004,92,65,64,116,85,81,135,99,113.0,81,113.6,82,106.9,68,140,70,120500.0,0,0,2,1
4317,208802,2088,3,2,9,1991,108,2004,71,61,51,98,45,66,110,75,113.0,81,106.5,66,115.1,84,151,67,61265.0,0,0,2,1
4318,209804,2098,3,1,8,1991,86,2004,18,43,31,75,5,27,69,2,94.8,37,77.8,7,115.1,84,153,17,54050.0,0,0,4,1
4320,210304,2103,3,2,11,1991,106,2004,65,57,47,93,32,57,103,57,107.5,70,90.0,25,123.3,94,150,52,74424.0,0,0,4,1
4322,212401,2124,3,1,2,1995,108,2004,71,45,33,95,36,44,106,66,93.4,32,95.3,37,91.7,30,111,67,105350.0,0,0,1,1
4323,212601,2126,3,1,1,1995,117,2004,87,51,53,120,91,50,112,79,102.7,58,102.6,58,101.2,53,112,66,40500.0,0,0,1,1
4324,215501,2155,3,1,12,1995,89,2004,23,26,33,102,56,29,95,37,117.0,87,116.4,86,111.5,77,100,70,240000.0,0,0,2,1
4325,215601,2156,3,2,3,1996,100,2004,50,33,35,107,67,38,108,71,103.2,58,109.3,73,92.7,32,99,32,53424.0,0,0,1,1
4326,216401,2164,2,1,3,1993,120,2004,91,62,51,105,64,56,109,73,117.6,88,113.6,82,115.1,84,134,49,106100.0,0,0,1,1
4330,217601,2176,3,2,3,1996,111,2004,77,42,45,119,90,49,120,91,93.9,34,80.9,10,111.5,77,100,40,86000.0,0,0,1,1
4331,218601,2186,3,2,3,1990,105,2004,64,63,72,116,86,76,119,90,103.9,61,92.1,30,115.1,84,173,80,,0,0,2,1
4333,220401,2204,3,1,8,1990,98,2004,44,54,68,113,80,65,105,64,108.4,70,99.3,47,115.1,84,166,61,76000.0,0,0,2,1
4334,220402,2204,3,1,5,1993,89,2004,24,42,42,93,31,56,111,77,108.4,70,99.3,47,115.1,84,134,61,76000.0,0,0,2,1
4335,221202,2212,2,1,2,1992,120,2004,91,66,45,91,28,57,105,62,108.4,70,113.6,82,98.7,47,147,13,20040.0,0,0,2,1
4336,221402,2214,2,1,12,1991,108,2004,71,60,51,99,48,42,84,15,85.7,18,77.8,7,98.7,47,148,27,62207.5,0,0,2,1
4337,222402,2224,3,2,3,1996,100,2004,50,33,32,104,60,46,116,86,75.5,5,80.9,10,73.9,4,98,13,6780.0,1,0,2,1
4338,222501,2225,2,1,10,1992,112,2004,79,58,43,92,29,66,116,85,99.3,47,92.1,30,106.9,68,138,16,48500.0,0,0,1,1
4339,223001,2230,3,1,12,1994,114,2004,82,49,40,100,50,46,107,68,93.4,32,88.1,21,101.2,53,113,78,46700.0,0,0,2,1
4340,223002,2230,3,1,4,1997,113,2004,81,33,28,111,77,44,126,96,86.2,18,77.2,6,101.9,55,85,78,46700.0,0,0,2,1
4342,223501,2235,3,1,2,1991,135,2004,99,80,71,118,88,74,118,89,126.7,96,120.8,92,123.3,94,159,61,75500.0,0,0,2,1
4343,223703,2237,3,1,2,1995,114,2004,82,49,47,111,77,56,121,92,107.3,68,109.8,75,101.2,53,111,88,80000.0,0,0,3,1
4345,225201,2252,2,1,9,1996,84,2004,15,16,19,84,15,30,104,61,91.0,27,84.4,14,101.9,55,92,6,23000.0,0,0,1,1
4347,227102,2271,2,1,7,1993,98,2004,46,45,45,99,47,44,96,39,94.8,37,92.1,30,98.7,47,130,16,29000.0,0,0,2,1
4349,228701,2287,3,2,8,1992,115,2004,84,63,71,122,93,71,119,90,122.1,93,120.8,92,115.1,84,143,89,102500.0,0,0,3,1
4350,228702,2287,3,2,8,1994,105,2004,63,46,51,113,81,63,125,95,122.1,93,120.8,92,115.1,84,119,89,102500.0,0,0,3,1
4351,228703,2287,3,1,11,1996,118,2004,88,43,45,123,94,40,115,84,110.6,77,105.9,66,111.6,79,92,89,102500.0,0,0,3,1
4354,231702,2317,3,2,11,1995,113,2004,80,44,42,113,80,51,121,92,84.7,16,88.0,21,83.3,13,103,39,75000.0,0,0,2,1
4355,231905,2319,3,1,2,1993,135,2004,99,71,50,104,60,57,111,76,90.2,25,99.3,47,82.3,12,135,16,15000.0,0,0,5,1
4356,232201,2322,3,1,4,1997,109,2004,73,32,38,118,88,47,125,95,86.2,18,84.4,14,92.2,30,86,56,87500.0,0,0,1,1
4361,241002,2410,3,2,4,1991,98,2004,44,51,53,99,48,60,102,55,113.0,81,113.6,82,106.9,68,158,31,102600.0,0,0,2,1
4362,241203,2412,3,2,11,1993,98,2004,46,45,48,104,60,56,113,81,79.3,8,77.8,7,88.0,21,128,21,70500.0,0,0,4,1
4365,242401,2424,3,2,3,1992,108,2004,70,58,45,91,28,70,118,88,90.2,25,92.1,30,90.5,27,145,59,23554.0,0,0,1,1
4366,243301,2433,3,1,12,1990,128,2004,97,75,57,102,55,76,120,91,103.9,61,85.0,16,123.3,94,162,74,31075.0,0,0,2,1
4368,244202,2442,3,1,12,1992,98,2004,45,47,45,95,36,41,87,20,117.6,88,113.6,82,115.1,84,137,55,131000.0,0,0,2,1
4370,248302,2483,3,2,3,1994,97,2004,41,43,47,105,64,52,110,74,90.2,25,92.1,30,90.5,27,122,27,37168.0,0,0,2,1
4371,248402,2484,3,2,7,1996,102,2004,54,29,25,98,46,27,100,50,95.9,39,84.4,14,111.6,79,94,49,51760.0,0,0,4,1
4372,248403,2484,3,2,9,1997,108,2004,71,26,21,104,60,25,109,72,98.5,45,94.9,37,102.9,58,80,49,51760.0,0,0,4,1
4374,249203,2492,3,2,11,1992,97,2004,41,46,49,101,52,57,108,71,117.6,88,113.6,82,115.1,84,138,27,47600.0,0,0,5,1
4375,249204,2492,3,2,7,1995,98,2004,44,36,37,103,59,35,100,51,107.8,70,102.2,55,111.5,77,106,27,47600.0,0,0,5,1
4377,251503,2515,3,2,7,1992,119,2004,90,65,55,107,68,61,109,73,113.0,81,120.8,92,98.7,47,142,65,118100.0,0,0,3,1
4378,252102,2521,3,2,6,1992,112,2004,79,61,70,121,92,63,111,77,108.4,70,106.5,66,106.9,68,143,13,69520.0,0,0,2,1
4379,253001,2530,3,1,9,1990,85,2004,16,44,26,65,1,27,65,1,85.7,18,77.8,7,98.7,47,164,13,23920.0,0,0,2,1
4380,253002,2530,3,2,12,1996,102,2004,54,27,21,95,36,25,100,49,86.2,18,84.4,14,92.2,30,88,13,23920.0,0,0,2,1
4382,254202,2542,3,1,10,1991,122,2004,93,68,71,120,91,82,135,99,108.4,70,113.6,82,98.7,47,150,52,76000.0,0,0,2,1
4383,254902,2549,3,2,1,1990,95,2004,38,53,65,107,67,67,106,65,90.2,25,99.3,47,82.3,12,173,97,71500.0,0,0,3,1
4384,254903,2549,3,1,12,1996,116,2004,86,41,48,128,97,42,118,89,95.9,39,91.6,30,101.9,55,90,97,71500.0,0,0,3,1
4385,256701,2567,3,1,10,1992,105,2004,63,52,62,116,85,62,113,80,90.2,25,113.6,82,65.9,1,139,88,46000.0,0,0,1,1
4386,260702,2607,3,2,9,1991,114,2004,82,64,53,102,54,59,103,59,117.6,88,120.8,92,106.9,68,153,88,88000.0,0,0,2,1
4389,262701,2627,3,1,2,1996,113,2004,81,43,29,100,50,40,111,76,121.6,93,116.4,86,120.9,92,99,33,63700.0,0,0,2,1
4390,263601,2636,3,1,8,1997,104,2004,60,25,21,101,52,27,109,72,103.2,58,101.6,55,102.9,58,81,56,145000.0,0,0,1,1
4396,266902,2669,1,2,2,1991,97,2004,43,52,48,90,26,57,98,46,76.6,6,77.8,7,82.3,12,162,10,59800.0,0,0,2,1
4397,267503,2675,1,1,2,1993,78,2004,7,35,38,85,16,38,86,17,55.6,0,49.2,0,79.0,8,136,9,11316.0,0,0,4,1
4398,267504,2675,1,2,4,1996,98,2004,44,28,26,97,43,39,112,79,54.4,0,45.4,0,80.5,9,97,9,11316.0,0,0,4,1
4400,268001,2680,3,2,12,1990,114,2004,83,67,71,116,86,82,135,99,113.0,81,113.6,82,106.9,68,163,75,131000.0,0,0,2,1
4405,269902,2699,1,2,3,1997,109,2004,73,29,30,114,82,39,122,93,95.9,39,84.4,14,111.6,79,85,7,18070.0,0,0,2,1
4406,270002,2700,1,1,8,1992,81,2004,10,39,56,109,73,58,107,69,81.1,10,70.6,3,98.7,47,142,2,,0,0,2,1
4407,271202,2712,2,1,4,1990,96,2004,39,53,46,86,18,70,112,78,76.6,6,77.8,7,82.3,12,170,21,25400.0,0,0,3,1
4408,271203,2712,2,1,7,1991,97,2004,42,49,50,96,40,61,105,64,90.2,25,92.1,30,90.5,27,154,21,25400.0,0,0,3,1
4409,272301,2723,3,1,12,1993,111,2004,77,52,48,105,64,67,125,95,122.1,93,120.8,92,115.1,84,127,32,93200.0,0,0,2,1
4412,274001,2740,3,1,11,1990,122,2004,93,72,63,107,68,62,103,57,108.4,70,99.3,47,115.1,84,164,47,96350.0,0,0,2,1
4416,277503,2775,3,1,2,1996,85,2004,16,21,26,94,35,25,91,27,89.3,23,95.1,37,83.3,13,101,71,55000.0,0,0,3,1
4421,280802,2808,3,1,2,1994,110,2004,74,50,42,97,43,47,103,57,103.9,61,99.3,47,106.9,68,122,20,27208.0,0,0,3,1
4422,281001,2810,3,2,7,1996,114,2004,82,42,33,107,68,40,113,80,117.0,87,109.3,73,120.9,92,93,43,59000.0,0,0,1,1
4425,285001,2850,3,1,6,1997,120,2004,91,40,26,108,71,40,123,94,115.5,86,120.2,91,101.9,55,84,99,210000.0,0,0,2,1
4430,288303,2883,3,1,8,1997,126,2004,96,44,24,106,65,34,118,88,103.2,58,101.6,55,102.9,58,82,78,100000.0,0,0,3,1
4435,290202,2902,3,1,2,1995,131,2004,98,61,49,114,83,61,126,96,98.0,45,95.3,37,101.2,53,113,98,91500.0,0,0,2,1
4438,292801,2928,3,2,9,1990,111,2004,77,65,61,105,63,59,99,48,117.6,88,120.8,92,106.9,68,164,93,67000.0,0,0,2,1
4439,292802,2928,3,1,11,1992,135,2004,99,75,51,104,60,59,110,75,113.0,81,113.6,82,106.9,68,138,93,67000.0,0,0,2,1
4441,293801,2938,3,2,1,1993,117,2004,87,62,46,96,40,57,108,71,81.1,10,92.1,30,74.1,4,137,35,110700.0,0,0,1,1
4442,294301,2943,3,2,8,1995,112,2004,78,46,39,103,58,49,114,83,117.0,87,123.5,95,102.1,55,107,82,408473.0,0,0,3,1
4443,294302,2943,3,1,4,1997,116,2004,86,39,47,128,97,42,121,92,115.5,86,120.2,91,101.9,55,87,82,408473.0,0,0,3,1
4444,294601,2946,3,1,7,1993,128,2004,97,67,57,115,84,77,131,98,103.9,61,113.6,82,90.5,27,130,78,75650.0,0,0,2,1
4445,294602,2946,3,2,3,1996,125,2004,95,51,37,106,66,40,109,72,112.4,79,109.3,73,111.5,77,99,78,99045.33333333333,0,0,2,1
4446,294804,2948,3,2,4,1991,135,2004,99,76,72,120,91,84,135,99,113.0,81,113.6,82,106.9,68,157,78,89000.0,0,0,4,1
4447,294904,2949,3,1,11,1995,119,2004,90,48,47,120,91,49,118,89,107.8,70,109.3,73,102.1,55,101,64,60100.0,0,0,4,1
4449,295901,2959,3,2,9,1996,135,2004,99,59,54,135,99,42,116,86,105.7,66,113.1,81,92.2,30,90,68,220000.0,0,0,3,1
4454,298301,2983,3,2,4,1991,96,2004,40,50,44,86,18,81,135,99,113.0,81,106.5,66,115.1,84,160,10,23528.0,0,0,2,1
4456,299001,2990,3,2,2,1994,117,2004,87,56,50,108,71,49,104,60,122.1,93,120.8,92,115.1,84,123,67,58000.0,0,0,2,1
4457,299002,2990,3,2,10,1997,107,2004,68,25,19,98,45,35,122,93,108.0,70,115.1,84,93.9,34,79,67,58000.0,0,0,2,1
4459,301201,3012,3,1,5,1992,107,2004,69,57,26,69,2,40,83,13,94.8,37,99.3,47,90.5,27,147,62,40000.0,0,0,1,1
4460,302001,3020,3,1,8,1991,121,2004,92,69,46,90,26,64,107,69,99.3,47,113.6,82,82.3,12,155,39,100000.0,0,0,1,1
4471,306101,3061,3,2,3,1992,118,2004,89,65,73,123,94,68,115,84,122.1,93,120.8,92,115.1,84,147,67,408473.0,0,0,1,1
4474,309802,3098,3,2,1,1991,108,2004,71,63,63,107,69,69,112,78,94.8,37,92.1,30,98.7,47,161,79,52600.0,0,0,2,1
4477,310803,3108,3,2,3,1992,106,2004,66,56,50,99,47,54,101,53,99.3,47,113.6,82,82.3,12,147,42,97190.0,0,0,3,1
4478,310901,3109,3,2,8,1997,110,2004,74,27,30,118,88,26,111,76,108.0,70,108.3,70,102.9,58,83,99,100000.0,0,0,1,1
4480,311801,3118,3,1,11,1995,109,2004,73,42,47,120,91,47,116,85,103.2,58,102.2,55,102.1,55,104,25,80956.0,0,0,2,1
4484,312202,3122,3,2,8,1993,126,2004,96,65,64,122,93,59,116,86,108.4,70,113.6,82,98.7,47,129,74,69682.0,0,0,2,1
4485,312901,3129,3,2,8,1990,93,2004,32,49,49,91,27,66,106,66,117.6,88,120.8,92,106.9,68,165,32,100000.0,0,0,2,1
4486,312902,3129,3,1,2,1994,99,2004,47,44,46,104,60,64,123,94,108.4,70,113.6,82,98.7,47,123,32,100000.0,0,0,2,1
4487,314501,3145,3,1,10,1992,126,2004,96,67,51,104,60,58,109,73,122.1,93,120.8,92,115.1,84,137,81,102000.0,0,0,2,1
4488,314502,3145,3,1,10,1994,135,2004,99,65,49,114,83,67,135,99,111.9,79,109.8,75,110.7,77,114,81,102000.0,0,0,2,1
4489,315001,3150,3,2,8,1994,108,2004,71,47,51,116,85,61,125,95,107.3,68,102.6,58,110.7,77,115,94,190700.0,0,0,2,1
4490,315002,3150,3,1,8,1994,131,2004,98,62,73,135,99,65,128,97,107.3,68,102.6,58,110.7,77,115,94,190700.0,0,0,2,1
4492,315502,3155,3,1,3,1991,116,2004,86,67,52,98,44,67,109,72,90.2,25,92.1,30,90.5,27,158,22,105000.0,0,0,3,1
4493,315503,3155,3,1,8,1993,88,2004,22,41,48,104,60,46,98,45,90.2,25,92.1,30,90.5,27,129,22,105000.0,0,0,3,1
4494,315601,3156,3,1,5,1993,131,2004,98,68,71,126,96,72,123,94,122.1,93,113.6,82,123.3,94,133,76,,0,0,2,1
4495,315602,3156,3,1,3,1997,113,2004,81,36,26,105,63,30,109,73,115.5,86,105.9,66,121.4,92,86,76,164200.0,0,0,2,1
4496,316201,3162,3,1,7,1990,118,2004,88,70,68,112,78,65,105,62,113.0,81,113.6,82,106.9,68,166,91,84300.0,0,0,2,1
