,CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,MOVED,NUM_CHILDREN,STYPE
4497,316202,3162,3,1,11,1993,135,2004,99,68,64,125,95,53,110,75,113.0,81,113.6,82,106.9,68,126,91,84300.0,0,0,2,1
4498,316501,3165,3,2,1,1995,105,2004,64,44,45,110,75,38,99,47,121.2,92,117.0,87,120.2,91,111,35,28000.0,0,0,3,1
4499,316502,3165,3,2,8,1997,110,2004,74,27,23,108,70,24,107,67,127.0,96,121.8,93,120.8,92,80,35,28000.0,0,0,3,1
4500,317901,3179,3,1,8,1990,100,2004,50,58,72,117,87,70,112,78,103.9,61,113.6,82,90.5,27,166,69,56000.0,0,0,1,1
4504,322505,3225,3,1,12,1997,104,2004,60,20,19,102,54,20,100,50,89.0,23,67.9,2,120.8,92,78,76,78000.0,0,0,5,1
4505,324202,3242,3,2,8,1991,106,2004,65,58,48,93,33,69,115,84,117.6,88,113.6,82,115.1,84,153,52,64363.0,0,0,2,1
4506,324401,3244,3,1,9,1991,135,2004,99,76,59,108,70,83,135,99,103.9,61,85.0,16,123.3,94,153,69,90000.0,0,0,2,1
4507,324402,3244,3,2,12,1994,107,2004,67,45,46,110,74,42,102,55,107.3,68,95.3,37,120.2,91,113,69,90000.0,0,0,2,1
4510,325401,3254,3,2,9,1990,96,2004,40,52,67,111,77,68,109,73,99.3,47,85.0,16,115.1,84,165,47,60000.0,0,0,2,1
4511,325402,3254,3,1,6,1995,128,2004,97,57,49,118,88,42,106,65,102.7,58,95.3,37,110.7,77,108,47,60000.0,0,0,2,1
4514,328702,3287,3,2,4,1997,111,2004,76,30,27,109,73,33,116,86,105.7,66,105.9,66,101.9,55,84,27,62339.0,0,0,4,1
4515,328703,3287,3,1,8,1998,123,2004,94,25,19,117,87,35,135,99,102.1,55,102.7,58,96.8,42,68,27,62339.0,0,0,4,1
4516,329101,3291,3,1,6,1994,118,2004,88,54,40,97,41,65,126,96,108.4,70,92.1,30,123.3,94,121,45,87200.0,0,0,2,1
4517,329102,3291,3,1,8,1997,107,2004,67,27,29,113,80,31,114,82,112.7,81,101.6,55,120.8,92,83,45,102800.0,0,0,2,1
4519,334101,3341,3,2,9,1998,118,2004,89,23,20,120,91,22,121,92,112.6,81,112.7,81,108.4,70,67,37,77000.0,0,0,1,1
4521,334806,3348,3,1,8,1992,85,2004,16,41,41,88,21,47,94,35,99.3,47,92.1,30,106.9,68,141,33,75000.0,0,0,6,1
4523,335002,3350,3,2,9,1996,116,2004,85,42,26,100,50,27,100,50,95.9,39,98.7,47,92.2,30,93,53,54671.0,0,0,2,1
4524,335202,3352,3,2,10,1994,116,2004,86,52,47,110,74,58,122,93,111.9,79,109.8,75,110.7,77,114,72,121000.0,0,0,3,1
4528,336302,3363,3,1,12,1990,101,2004,52,56,48,90,26,55,97,42,108.4,70,106.5,66,106.9,68,161,68,65000.0,0,0,2,1
4531,336501,3365,3,2,1,1991,114,2004,82,66,49,92,29,59,100,50,103.9,61,99.3,47,106.9,68,164,31,,0,0,4,1
4532,336502,3365,3,1,5,1992,106,2004,66,56,50,99,47,45,89,24,94.8,37,92.1,30,98.7,47,148,31,,0,0,4,1
4533,336503,3365,3,1,1,1994,118,2004,89,57,45,100,51,45,99,47,94.8,37,92.1,30,98.7,47,128,31,,0,0,4,1
4534,336504,3365,3,2,1,1996,111,2004,77,43,41,111,76,41,110,74,98.6,47,95.1,37,102.1,55,103,31,,0,0,4,1
4536,338703,3387,2,2,9,1992,104,2004,61,52,53,106,65,56,105,64,76.6,6,85.0,16,74.1,4,139,70,51550.0,0,0,3,1
4537,340201,3402,3,2,12,1996,115,2004,84,40,38,116,85,35,113,80,105.7,66,113.1,81,92.2,30,89,55,65000.0,0,0,3,1
4539,341801,3418,3,2,5,1994,119,2004,90,57,39,93,33,54,113,81,108.4,70,113.6,82,98.7,47,123,29,60000.0,0,0,1,1
4540,342301,3423,3,2,2,1991,116,2004,85,67,65,109,73,81,135,99,99.3,47,120.8,92,74.1,4,159,90,112050.0,0,0,4,1
4541,342302,3423,3,2,2,1991,117,2004,87,68,69,114,82,78,123,94,99.3,47,120.8,92,74.1,4,159,90,112050.0,0,0,4,1
4542,342303,3423,3,2,6,1992,128,2004,97,71,70,120,91,74,122,93,108.4,70,120.8,92,90.5,27,143,90,112050.0,0,0,4,1
4544,342601,3426,3,1,7,1990,128,2004,97,76,76,123,94,68,109,72,117.6,88,113.6,82,115.1,84,166,87,408473.0,0,0,3,1
4545,342602,3426,3,1,4,1992,97,2004,42,48,46,93,31,58,105,64,117.6,88,113.6,82,115.1,84,145,87,408473.0,0,0,3,1
4546,342603,3426,3,2,4,1995,135,2004,99,66,51,118,89,46,108,71,111.9,79,117.0,87,101.2,53,109,87,408473.0,0,0,3,1
4547,342803,3428,3,1,9,1993,114,2004,82,55,77,135,99,82,135,99,94.8,37,106.5,66,82.3,12,127,97,408473.0,0,0,3,1
4552,343201,3432,3,1,8,1992,118,2004,88,64,68,118,89,77,126,96,99.3,47,106.5,66,90.5,27,141,95,78828.0,0,0,3,1
4553,343202,3432,3,2,12,1994,110,2004,75,48,48,111,77,51,113,80,107.3,68,109.8,75,101.2,53,113,95,78828.0,0,0,3,1
4554,343203,3432,3,2,2,1997,100,2004,50,26,42,120,91,42,118,89,105.7,66,105.9,66,101.9,55,87,95,78828.0,0,0,3,1
4555,343401,3434,1,2,3,1994,126,2004,96,63,46,102,55,54,112,78,99.3,47,99.3,47,98.7,47,125,37,165075.0,0,0,1,1
4560,345602,3456,3,1,8,1991,98,2004,45,50,51,98,45,70,116,86,81.1,10,85.0,16,82.3,12,153,37,107000.0,0,0,2,1
4564,345901,3459,3,1,10,1993,135,2004,99,68,63,123,94,82,135,99,108.4,70,106.5,66,106.9,68,127,72,33200.0,0,0,2,1
4565,345902,3459,3,2,2,1997,135,2004,99,74,48,131,98,74,135,99,95.9,39,98.7,47,92.2,30,87,72,33200.0,0,0,2,1
4566,346503,3465,3,2,3,1991,121,2004,92,70,76,123,94,81,135,99,103.9,61,106.5,66,98.7,47,158,75,81000.0,0,0,3,1
4569,346901,3469,3,1,1,1996,131,2004,98,56,47,120,91,59,131,98,103.2,58,95.1,37,111.5,77,102,93,80800.0,0,0,2,1
4570,346902,3469,3,2,4,1997,126,2004,96,46,48,131,98,38,118,88,105.7,66,98.7,47,111.6,79,87,93,80800.0,0,0,2,1
4574,349103,3491,3,1,2,1996,118,2004,88,45,28,98,45,34,104,61,121.6,93,123.5,95,110.5,77,100,22,81000.0,0,0,3,1
4577,350601,3506,3,2,11,1990,95,2004,38,50,69,114,82,62,103,59,113.0,81,106.5,66,115.1,84,161,78,82500.0,0,0,3,1
4578,350602,3506,3,2,7,1993,116,2004,86,58,48,102,55,47,98,44,117.6,88,113.6,82,115.1,84,130,78,82500.0,0,0,3,1
4579,350603,3506,3,2,7,1993,108,2004,71,52,50,105,64,50,102,54,122.1,93,120.8,92,115.1,84,130,78,82500.0,0,0,3,1
4582,353102,3531,3,1,1,1990,103,2004,57,61,61,104,60,60,98,46,103.0,58,92.1,30,114.3,82,172,76,68500.0,0,0,2,1
4583,354503,3545,2,2,4,1990,121,2004,92,73,73,118,88,80,128,97,99.3,47,99.3,47,98.7,47,168,32,46720.0,0,0,3,1
4586,355201,3552,3,1,9,1993,112,2004,79,54,45,99,47,45,97,42,113.0,81,113.6,82,106.9,68,128,72,87100.0,0,0,2,1
4587,355202,3552,3,2,7,1996,126,2004,96,49,32,108,71,29,103,58,110.6,77,113.1,81,101.9,55,94,72,87100.0,0,0,2,1
4588,355502,3555,3,2,4,1990,110,2004,75,65,70,114,83,63,103,57,90.2,25,92.1,30,90.5,27,169,37,88350.0,0,0,2,1
4590,355702,3557,3,2,10,1990,92,2004,29,48,58,102,56,50,91,28,99.3,47,99.3,47,98.7,47,162,27,61000.0,0,0,3,1
4591,355703,3557,3,1,11,1991,82,2004,12,41,53,103,57,51,96,39,94.8,37,92.1,30,98.7,47,149,27,61000.0,0,0,3,1
4592,355802,3558,3,1,7,1990,105,2004,62,62,52,95,36,64,104,60,103.9,61,113.6,82,90.5,27,167,58,130300.0,0,0,2,1
4595,358602,3586,3,1,12,1991,89,2004,24,44,58,108,70,54,100,49,85.7,18,99.3,47,74.1,4,151,-4,27250.0,0,0,2,1
4596,359403,3594,3,2,2,1993,111,2004,77,55,61,117,87,56,109,73,108.4,70,120.8,92,90.5,27,134,31,,0,0,3,1
4597,360103,3601,3,2,10,1991,126,2004,96,71,52,100,50,62,107,67,103.9,61,113.6,82,90.5,27,151,78,104000.0,0,0,3,1
4598,360902,3609,3,2,8,1994,94,2004,34,40,42,102,54,53,116,85,70.2,2,80.9,10,63.3,1,117,53,40500.0,0,0,3,1
4599,360903,3609,3,1,11,1997,108,2004,71,24,19,102,54,19,98,46,74.7,5,94.9,37,58.0,0,78,53,40500.0,0,0,3,1
4602,363303,3633,3,2,2,1998,98,2004,46,15,19,105,64,23,112,78,92.3,30,81.4,10,110.9,77,75,-4,17000.0,0,0,3,1
4603,364102,3641,3,2,12,1990,110,2004,75,64,61,106,65,51,93,32,103.9,61,106.5,66,98.7,47,161,50,89000.0,0,0,3,1
4604,364103,3641,3,1,7,1998,101,2004,53,15,19,110,75,19,107,68,107.1,68,112.7,81,96.8,42,70,50,89000.0,0,0,3,1
4606,365405,3654,3,1,1,1994,75,2004,5,29,24,72,3,21,65,1,81.1,10,70.6,3,98.7,47,126,7,57000.0,0,0,10,1
4609,367701,3677,3,1,11,1995,111,2004,76,44,39,106,65,42,108,71,112.4,79,109.3,73,111.5,77,102,88,93000.0,0,0,2,1
4610,367902,3679,3,1,8,1991,92,2004,30,46,50,96,39,43,85,16,99.3,47,92.1,30,106.9,68,158,55,90000.0,0,0,3,1
4611,367903,3679,3,2,8,1993,91,2004,27,43,43,93,31,39,87,19,113.0,81,106.5,66,115.1,84,134,55,90000.0,0,0,3,1
4612,369103,3691,3,2,12,1993,86,2004,18,40,25,72,3,28,77,6,94.8,37,77.8,7,115.1,84,128,-4,31020.0,0,0,3,1
4613,373403,3734,3,2,3,1996,87,2004,20,23,23,89,24,27,95,36,107.8,70,123.5,95,83.3,13,97,71,127040.0,0,0,3,1
4617,373602,3736,3,2,8,1995,126,2004,96,55,57,128,97,45,109,73,98.6,47,109.3,73,83.3,13,107,65,50100.0,0,0,2,1
4620,378301,3783,3,2,10,1992,96,2004,39,46,46,95,36,46,93,32,113.0,81,99.3,47,123.3,94,141,67,199000.0,0,0,2,1
4621,378302,3783,3,2,9,1994,100,2004,50,43,50,114,83,37,94,34,111.9,79,102.6,58,120.2,91,118,67,195500.0,0,0,2,1
4622,378704,3787,3,1,8,1992,92,2004,29,44,46,95,36,50,97,43,81.1,10,85.0,16,82.3,12,141,67,21000.0,0,0,4,1
4623,379103,3791,3,1,8,1995,125,2004,95,52,50,122,93,48,115,84,121.6,93,123.5,95,111.5,77,105,77,119520.0,0,0,3,1
4624,379302,3793,3,2,5,1990,93,2004,33,50,47,87,19,48,88,21,103.0,58,92.1,30,114.3,82,169,54,64150.0,0,0,2,1
4631,380002,3800,3,1,4,1996,131,2004,98,55,36,107,69,44,114,83,103.2,58,102.2,55,102.1,55,97,63,90948.0,0,0,2,1
4632,380402,3804,3,2,10,1990,135,2004,99,80,74,121,92,82,135,99,113.0,81,106.5,66,115.1,84,162,85,90100.0,0,0,2,1
4633,380602,3806,3,2,6,1990,89,2004,24,47,48,89,23,54,94,35,99.3,47,99.3,47,98.7,47,168,70,136000.0,0,0,2,1
4634,381401,3814,3,1,1,1996,109,2004,73,42,28,96,39,34,102,55,107.8,70,116.4,86,92.7,32,99,62,41900.0,0,0,1,1
4638,383602,3836,3,2,7,1995,126,2004,96,55,43,109,73,45,109,73,98.0,45,109.8,75,82.3,12,109,90,70700.0,0,0,2,1
4639,384203,3842,2,1,11,1992,102,2004,56,50,51,104,60,65,114,83,90.2,25,77.8,7,106.9,68,138,53,29003.0,0,0,3,1
4640,384901,3849,3,1,4,1992,112,2004,79,62,54,105,63,59,106,66,94.8,37,99.3,47,90.5,27,148,38,63300.0,0,0,1,1
4643,389902,3899,3,1,5,1990,114,2004,82,68,69,113,81,71,113,80,113.0,81,106.5,66,115.1,84,172,54,133742.0,0,0,4,1
4644,389903,3899,3,2,10,1991,121,2004,92,69,52,100,49,63,107,67,117.6,88,120.8,92,106.9,68,155,54,133742.0,0,0,4,1
4645,389904,3899,3,2,1,1995,122,2004,93,56,53,118,89,56,119,90,121.2,92,124.3,95,110.7,77,116,54,133742.0,0,0,4,1
4652,392302,3923,3,2,4,1991,125,2004,95,71,63,109,73,80,135,99,103.9,61,99.3,47,106.9,68,157,56,88000.0,0,0,4,1
4653,392303,3923,3,2,7,1994,122,2004,93,56,48,111,77,56,119,90,102.7,58,95.3,37,110.7,77,118,56,88000.0,0,0,4,1
4660,400101,4001,3,2,8,1990,107,2004,69,63,67,111,77,80,128,97,99.3,47,106.5,66,90.5,27,165,59,30714.0,0,0,2,1
4661,400102,4001,3,1,12,1992,118,2004,89,63,68,120,91,80,135,99,94.8,37,106.5,66,82.3,12,136,59,30714.0,0,0,2,1
4664,401902,4019,3,1,1,1997,118,2004,88,42,34,113,80,45,121,92,110.6,77,105.9,66,111.6,79,88,91,134200.0,0,0,2,1
4665,402301,4023,3,1,6,1995,113,2004,81,47,46,114,82,57,126,96,80.1,9,80.9,10,83.3,13,105,88,109130.0,0,0,2,1
4670,404503,4045,3,2,8,1991,105,2004,63,57,58,107,68,62,107,67,81.1,10,92.1,30,74.1,4,153,27,61200.0,0,0,3,1
4671,404903,4049,3,2,6,1990,97,2004,41,54,47,87,20,64,104,60,117.6,88,106.5,66,123.3,94,168,38,110500.0,0,0,4,1
4673,405003,4050,3,2,8,1995,107,2004,67,42,36,103,57,39,105,63,117.0,87,116.4,86,111.5,77,106,52,,0,0,3,1
4674,405102,4051,3,1,8,1990,116,2004,86,68,68,113,80,73,116,85,85.7,18,92.1,30,82.3,12,166,84,21000.0,0,0,3,1
4679,407702,4077,3,2,5,1995,78,2004,7,21,22,79,8,26,84,15,79.5,9,80.9,10,82.3,12,108,66,18600.0,0,0,3,1
4680,407703,4077,3,1,4,1996,112,2004,78,41,28,101,52,34,107,68,84.7,16,80.9,10,92.7,32,97,66,18600.0,0,0,3,1
4682,409401,4094,3,1,5,1995,131,2004,98,60,47,113,81,76,135,99,79.5,9,95.3,37,63.3,1,108,70,62000.0,0,0,2,1
4685,409503,4095,3,2,4,1998,107,2004,69,20,19,105,64,19,102,56,112.7,81,121.8,93,93.9,34,73,65,186000.0,0,0,3,1
4686,409901,4099,3,2,4,1996,99,2004,48,32,39,110,75,61,135,99,103.2,58,109.3,73,92.7,32,96,28,45888.0,0,0,1,1
4687,410901,4109,3,1,6,1994,120,2004,91,56,52,115,84,53,113,81,107.3,68,109.8,75,101.2,53,119,80,36518.0,0,0,2,1
4689,413204,4132,3,1,11,1992,79,2004,8,37,33,80,9,37,83,13,108.4,70,99.3,47,115.1,84,138,42,107000.0,0,0,4,1
4690,414501,4145,3,1,6,1991,111,2004,76,63,58,106,65,64,107,69,94.8,37,77.8,7,115.1,84,157,27,47500.0,0,0,1,1
4691,416301,4163,3,1,6,1993,120,2004,91,62,55,114,82,72,126,96,117.6,88,106.5,66,123.3,94,131,66,44000.0,0,0,1,1
4692,416901,4169,2,1,7,1997,93,2004,31,16,29,113,80,23,101,52,105.7,66,91.6,30,121.4,92,82,18,5276.0,0,0,1,1
4694,417802,4178,2,2,1,1992,93,2004,32,45,39,84,14,58,105,64,72.0,3,77.8,7,74.1,4,148,4,4812.0,0,0,3,1
4696,418004,4180,2,1,7,1990,91,2004,27,48,39,79,8,50,90,26,84.3,14,70.6,3,105.2,63,167,44,64000.0,0,0,4,1
4697,418501,4185,1,2,6,1992,95,2004,37,46,40,86,17,46,92,30,113.0,81,106.5,66,115.1,84,143,32,47025.0,0,0,2,1
4698,418502,4185,1,1,3,1996,118,2004,88,45,48,123,94,55,128,97,117.0,87,116.4,86,111.5,77,98,32,47025.0,0,0,2,1
4712,423204,4232,3,2,6,1995,97,2004,41,37,45,113,80,52,119,90,93.9,34,80.9,10,111.5,77,106,62,44000.0,0,0,4,1
4714,429201,4292,3,1,7,1995,111,2004,76,44,54,126,96,58,128,97,93.9,34,88.0,21,102.1,55,106,66,76500.0,0,0,1,1
4715,429601,4296,3,2,2,1990,104,2004,61,62,66,109,72,69,110,75,103.9,61,99.3,47,106.9,68,170,70,70400.0,0,0,2,1
4716,429602,4296,3,1,5,1994,110,2004,75,49,37,93,32,48,106,65,103.9,61,99.3,47,106.9,68,119,70,70400.0,0,0,2,1
4718,431901,4319,1,2,6,1997,90,2004,26,15,21,101,52,20,93,33,110.6,77,105.9,66,111.6,79,84,49,58400.0,0,0,1,1
4719,433901,4339,3,2,5,1995,135,2004,99,66,44,111,77,48,113,80,107.3,68,109.8,75,101.2,53,108,57,65800.0,0,0,2,1
4720,433902,4339,3,1,7,1996,128,2004,97,51,29,102,56,39,112,79,110.6,77,105.9,66,111.6,79,94,57,65800.0,0,0,2,1
4721,434602,4346,3,2,3,1990,102,2004,54,60,71,115,84,81,131,98,94.8,37,99.3,47,90.5,27,171,-4,130000.0,0,0,3,1
4722,434603,4346,3,1,2,1994,111,2004,77,52,47,103,59,61,119,90,90.2,25,99.3,47,82.3,12,124,-4,130000.0,0,0,3,1
4727,437902,4379,3,1,5,1992,114,2004,82,62,41,87,20,43,88,22,103.9,61,92.1,30,115.1,84,145,84,74000.0,0,0,2,1
4728,441703,4417,1,1,3,1993,103,2004,57,49,53,109,73,41,89,23,85.7,18,63.5,1,115.1,84,136,4,60000.0,0,0,4,1
4729,442301,4423,3,2,4,1997,117,2004,87,37,29,113,80,38,121,92,100.8,53,98.7,47,101.9,55,84,82,137600.0,0,0,1,1
4730,442802,4428,3,2,5,1992,125,2004,95,68,65,115,84,73,121,92,113.0,81,120.8,92,98.7,47,144,99,209400.0,0,0,3,1
4731,442803,4428,3,1,9,1995,131,2004,98,57,53,126,96,56,126,96,126.2,96,123.5,95,120.9,92,105,99,209400.0,0,0,3,1
4733,443702,4437,3,1,3,1997,114,2004,83,37,25,104,60,31,110,75,81.3,10,91.6,30,72.7,4,85,99,98000.0,0,0,2,1
4734,443802,4438,3,1,4,1991,106,2004,66,61,48,92,29,73,117,87,94.8,37,77.8,7,115.1,84,160,32,110000.0,0,0,2,1
4735,443902,4439,3,1,6,1994,113,2004,81,50,33,91,28,43,102,54,102.7,58,102.6,58,101.2,53,119,80,85000.0,0,0,2,1
4737,444703,4447,3,1,6,1990,117,2004,87,69,65,108,70,81,131,98,99.3,47,106.5,66,90.5,27,167,65,73050.0,0,0,3,1
4739,446501,4465,3,2,8,1991,110,2004,74,62,50,96,40,80,135,99,117.6,88,113.6,82,115.1,84,153,56,120000.0,0,0,3,1
4743,448103,4481,3,1,1,1991,111,2004,77,64,68,114,82,80,131,98,94.8,37,113.6,82,74.1,4,160,70,115000.0,0,0,3,1
4744,449501,4495,3,1,2,1994,116,2004,86,55,46,104,60,45,100,50,62.9,1,77.8,7,57.7,0,123,64,27600.0,0,0,2,1
4745,449502,4495,3,2,1,1996,118,2004,88,45,41,113,80,36,107,67,75.5,5,73.8,4,83.3,13,100,64,27600.0,0,0,2,1
4752,453603,4536,3,2,5,1991,90,2004,26,45,51,98,44,68,112,79,81.1,10,85.0,16,82.3,12,154,63,24700.0,0,0,5,1
4753,453604,4536,3,2,10,1993,110,2004,74,52,43,96,39,52,107,68,76.6,6,77.8,7,82.3,12,126,63,24700.0,0,0,5,1
4754,453605,4536,3,1,1,1995,116,2004,85,50,25,80,9,28,84,15,84.1,14,88.1,21,82.3,12,110,63,24700.0,0,0,5,1
4756,453902,4539,3,2,12,1990,108,2004,71,63,64,108,71,70,113,80,103.9,61,113.6,82,90.5,27,162,66,20802.0,0,0,3,1
4757,453903,4539,3,2,6,1998,119,2004,90,25,34,135,99,37,135,99,103.2,58,108.3,70,93.9,34,72,66,20802.0,0,0,3,1
4762,459002,4590,3,2,10,1993,84,2004,15,39,23,69,2,24,69,2,94.8,37,85.0,16,106.9,68,127,80,50500.0,0,0,2,1
4763,459202,4592,3,1,12,1991,115,2004,84,64,68,116,86,72,119,90,94.8,37,99.3,47,90.5,27,150,38,53400.0,0,0,2,1
4769,466201,4662,3,2,12,1997,87,2004,19,12,22,109,73,23,107,68,117.5,87,108.3,70,120.8,92,77,99,87236.0,0,0,3,1
4773,467003,4670,3,2,6,1996,116,2004,85,43,45,121,92,44,116,86,81.3,10,77.2,6,92.2,30,94,18,87030.0,0,0,3,1
4774,467501,4675,3,2,10,1992,109,2004,72,56,63,115,84,60,109,73,126.7,96,120.8,92,123.3,94,139,47,85200.0,0,0,1,1
4780,468901,4689,3,2,5,1991,114,2004,83,65,68,114,83,78,126,96,117.6,88,113.6,82,115.1,84,159,99,,0,0,2,1
4781,469004,4690,3,1,4,1991,104,2004,61,57,65,111,77,69,114,82,113.0,81,113.6,82,106.9,68,158,80,65000.0,0,0,4,1
4782,469201,4692,3,2,12,1992,102,2004,56,50,69,121,92,63,113,81,117.6,88,120.8,92,106.9,68,139,89,99000.0,0,0,3,1
4783,469202,4692,3,2,6,1996,126,2004,96,50,32,106,66,42,114,83,117.0,87,116.4,86,111.5,77,97,89,99000.0,0,0,3,1
4785,470301,4703,3,1,7,1994,116,2004,86,53,50,112,78,59,121,92,108.4,70,99.3,47,115.1,84,118,-4,75000.0,0,0,2,1
4786,470302,4703,3,2,1,1997,102,2004,54,27,32,111,76,33,111,76,100.8,53,91.6,30,111.6,79,88,-4,75000.0,0,0,2,1
4789,471403,4714,3,2,11,1992,107,2004,69,55,48,98,45,60,109,73,108.4,70,106.5,66,106.9,68,142,52,100500.0,0,0,3,1
4790,471702,4717,3,2,6,1992,135,2004,99,84,57,109,72,80,135,99,113.0,81,113.6,82,106.9,68,143,35,93000.0,0,0,2,1
4791,472303,4723,3,2,1,1996,113,2004,81,43,30,102,54,48,118,89,117.0,87,109.3,73,120.9,92,100,81,408473.0,0,0,3,1
4793,474603,4746,3,1,3,1992,125,2004,95,69,53,104,60,62,109,72,103.9,61,120.8,92,82.3,12,148,29,45200.0,0,0,4,1
4794,474604,4746,3,1,3,1994,116,2004,85,54,49,108,71,53,112,78,99.3,47,113.6,82,82.3,12,123,29,45200.0,0,0,4,1
4801,478302,4783,3,2,12,1994,86,2004,18,32,35,95,37,34,93,31,92.0,30,95.3,37,89.8,25,114,-4,33323.0,0,0,2,1
4803,479801,4798,3,1,4,1998,111,2004,77,23,19,105,64,22,109,72,103.2,58,115.1,84,84.9,16,74,86,147600.0,0,0,1,1
4804,480401,4804,3,1,2,1990,119,2004,90,72,54,97,42,79,125,95,103.9,61,99.3,47,106.9,68,171,42,89400.0,0,0,2,1
4805,480402,4804,3,2,9,1992,89,2004,24,43,44,92,29,47,94,35,99.3,47,92.1,30,106.9,68,140,42,89400.0,0,0,2,1
4808,482001,4820,3,1,9,1994,120,2004,91,55,57,122,93,65,128,97,84.1,14,73.6,4,101.2,53,115,72,60671.666666666664,0,0,2,1
4809,482002,4820,3,1,10,1997,113,2004,80,27,29,119,90,40,131,98,98.5,45,94.9,37,102.9,58,78,72,65431.666666666664,0,0,2,1
4810,482101,4821,3,2,4,1992,119,2004,90,65,75,126,96,76,125,95,103.9,61,113.6,82,90.5,27,144,92,116200.0,0,0,2,1
4811,482102,4821,3,1,9,1994,112,2004,78,49,41,100,50,48,108,70,107.3,68,124.3,95,82.3,12,115,92,116200.0,0,0,2,1
4812,482602,4826,3,2,8,1991,131,2004,98,73,64,111,77,68,113,81,122.1,93,120.8,92,115.1,84,153,65,141000.0,0,0,2,1
4813,483901,4839,3,2,12,1990,86,2004,17,44,51,95,36,61,102,56,113.0,81,113.6,82,106.9,68,162,50,22400.0,0,0,2,1
4814,483902,4839,3,1,3,1997,96,2004,39,21,30,111,77,29,108,70,120.4,91,113.1,81,121.4,92,86,50,22400.0,0,0,2,1
4816,485202,4852,3,1,7,1998,125,2004,95,26,20,120,91,21,119,90,117.6,88,112.7,81,120.0,91,70,7,43700.0,0,0,3,1
4817,486501,4865,3,1,12,1992,75,2004,5,34,62,116,85,49,97,43,108.4,70,106.5,66,106.9,68,139,53,66100.0,0,0,2,1
4818,486502,4865,3,1,4,1997,91,2004,27,17,22,100,50,21,92,29,100.8,53,98.7,47,101.9,55,87,53,66100.0,0,0,2,1
4821,487102,4871,3,2,3,1991,102,2004,56,57,80,128,97,55,98,44,117.6,88,113.6,82,115.1,84,158,99,57000.0,0,0,4,1
4822,487103,4871,3,1,12,1997,121,2004,92,35,20,104,61,21,102,55,122.2,93,121.8,93,111.8,79,77,99,57000.0,0,0,4,1
4823,487104,4871,3,1,12,1997,114,2004,83,28,19,102,54,22,105,62,122.2,93,121.8,93,111.8,79,77,99,57000.0,0,0,4,1
4824,487301,4873,3,2,11,1996,113,2004,80,38,27,104,61,31,108,71,120.4,91,120.2,91,111.6,79,91,92,80960.0,0,0,3,1
4826,487402,4874,3,2,10,1991,117,2004,87,65,54,104,60,59,104,61,108.4,70,120.8,92,90.5,27,151,95,53000.0,0,0,2,1
4827,488001,4880,3,2,9,1992,123,2004,94,66,48,98,45,57,107,67,122.1,93,120.8,92,115.1,84,139,57,78100.0,0,0,2,1
4828,488002,4880,3,1,10,1995,109,2004,73,42,42,113,80,40,109,72,107.8,70,109.3,73,102.1,55,102,57,78100.0,0,0,2,1
4829,489902,4899,3,1,7,1990,91,2004,27,48,56,99,48,59,98,45,81.1,10,77.8,7,90.5,27,166,14,40000.0,0,0,2,1
4830,491001,4910,3,2,5,1990,95,2004,38,52,71,116,85,69,110,75,108.4,70,99.3,47,115.1,84,167,27,55300.0,0,0,2,1
4831,491002,4910,3,1,5,1993,108,2004,71,52,46,99,47,48,99,47,117.6,88,113.6,82,115.1,84,131,27,55300.0,0,0,2,1
4833,492503,4925,3,1,3,1998,85,2004,16,11,19,105,64,29,123,94,84.2,14,94.9,37,75.9,5,73,73,128000.0,0,0,3,1
4834,492703,4927,3,2,8,1996,96,2004,40,27,23,93,32,36,109,73,117.0,87,116.4,86,111.5,77,93,78,408473.0,0,0,3,1
4836,495502,4955,3,1,11,1994,110,2004,75,47,45,108,71,66,131,98,111.9,79,109.8,75,110.7,77,114,49,91200.0,0,0,2,1
4843,499102,4991,1,2,9,1996,90,2004,25,20,37,113,80,42,116,86,95.9,39,98.7,47,92.2,30,92,63,408473.0,0,0,3,1
4851,502801,5028,3,1,1,1990,111,2004,77,66,54,97,42,78,122,93,99.3,47,106.5,66,90.5,27,171,96,408473.0,0,0,2,1
4852,502802,5028,3,2,8,1992,128,2004,97,70,59,112,78,80,135,99,99.3,47,106.5,66,90.5,27,140,96,408473.0,0,0,2,1
4853,504502,5045,1,2,12,1993,102,2004,55,46,50,108,71,49,104,60,85.7,18,56.3,0,123.3,94,129,6,22900.0,0,0,3,1
4854,504503,5045,1,2,5,1995,100,2004,49,41,37,99,47,38,99,47,79.5,9,51.9,0,120.2,91,112,6,22900.0,0,0,3,1
4857,508401,5084,2,1,4,1996,78,2004,7,14,21,88,21,30,102,55,80.1,9,66.7,1,102.1,55,97,-4,25200.0,0,0,1,1
4863,509902,5099,3,2,4,1991,107,2004,69,61,77,125,95,78,126,96,99.3,47,106.5,66,90.5,27,156,92,51400.0,0,0,2,1
4865,513404,5134,3,2,12,1994,85,2004,16,30,32,92,30,33,91,28,107.3,68,109.8,75,101.2,53,113,40,37793.0,0,0,5,1
