CPUBID,MPUBID,CRACE,CSEX,CMOB,CYRB,MATHZ,year,MATHP,MATH,COMP,COMPZ,COMPP,RECOG,RECOGZ,RECOGP,HOMEZ,HOMEP,COGNZ,COGNP,EMOTZ,EMOTP,AGECH,AFQTP,TNFI,DIVORCE,NUM_CHILDREN
487303,4873.0,3.0,2.0,6.0,2000.0,114.75,2011.0,79.5,56.25,49.0,106.25,62.75,59.25,115.5,83.75,109.275,71.5,109.55,73.5,104.975,58.5,132.5,92.0,145000.0,0.0,3.0
487401,4874.0,3.0,1.0,1.0,1989.0,112.5,1999.0,78.75,51.5,65.25,127.75,96.75,63.75,123.25,93.25,114.375,81.75,114.95,83.5,107.875,67.75,125.75,95.0,67600.0,0.5,2.0
487402,4874.0,3.0,2.0,10.0,1991.0,106.0,2002.0,63.333333333333336,49.0,50.333333333333336,110.33333333333333,74.33333333333333,58.333333333333336,114.66666666666667,78.66666666666667,109.53333333333335,70.33333333333333,119.0,89.33333333333333,94.5,38.666666666666664,128.0,95.0,48666.666666666664,0.6666666666666666,2.0
487601,4876.0,3.0,2.0,12.0,1981.0,127.5,1993.0,95.0,66.5,54.5,107.5,63.5,58.0,108.0,70.5,113.69999999999999,82.0,114.6,83.0,107.25,65.5,141.0,61.0,30589.5,0.0,2.0
487602,4876.0,3.0,1.0,10.0,1985.0,111.75,1995.0,74.5,47.75,46.25,109.0,70.25,45.75,106.0,64.5,104.55,62.25,103.025,57.75,104.25,60.75,117.5,61.0,36812.5,0.0,2.0
487801,4878.0,3.0,1.0,4.0,2003.0,111.0,2012.0,77.0,45.5,31.5,93.0,31.5,41.5,107.0,67.0,103.35,58.0,117.35,85.5,85.0,33.5,113.5,87.0,155015.0,0.0,1.0
488001,4880.0,3.0,2.0,9.0,1992.0,122.25,2003.0,91.25,59.25,50.5,108.75,70.5,52.0,108.5,70.25,120.0,90.25,115.975,85.0,116.725,86.0,127.25,57.0,64675.0,0.0,2.0
488002,4880.0,3.0,1.0,10.0,1995.0,110.5,2005.0,76.0,48.0,45.5,109.0,72.0,45.0,106.0,65.5,115.75,82.5,113.5,80.5,111.85,74.0,113.5,57.0,71650.0,0.0,2.0
488201,4882.0,3.0,2.0,4.0,1983.0,118.2,1992.0,86.8,47.0,48.0,120.2,89.8,56.2,124.4,93.2,114.67999999999999,83.0,108.16,69.4,116.92,86.4,111.2,87.0,29633.333333333332,0.0,2.0
488202,4882.0,3.0,1.0,8.0,1985.0,113.5,1995.0,80.75,48.75,45.75,110.0,74.25,51.25,114.5,83.0,108.875,72.0,101.4,53.75,114.175,83.0,118.0,87.0,34000.0,0.0,2.0
488501,4885.0,3.0,2.0,4.0,1981.0,127.66666666666667,1990.0,96.0,57.0,54.0,121.66666666666667,86.0,65.0,127.0,95.33333333333333,118.3,87.0,122.56666666666666,92.0,106.39999999999999,62.666666666666664,112.33333333333333,84.0,44006.666666666664,0.0,4.666666666666667
488502,4885.0,3.0,1.0,5.0,1982.0,114.66666666666667,1990.0,83.33333333333333,41.0,39.333333333333336,113.0,78.66666666666667,45.0,120.0,90.33333333333333,111.86666666666667,77.33333333333333,117.33333333333333,87.0,101.53333333333335,53.333333333333336,99.33333333333333,84.0,44006.666666666664,0.0,4.666666666666667
488503,4885.0,3.0,1.0,9.0,1983.0,120.0,1991.0,90.5,44.5,47.5,125.5,95.5,43.5,119.5,86.5,109.75,72.0,112.55,78.0,102.2,53.0,95.0,84.0,46005.0,0.0,5.0
488504,4885.0,3.0,1.0,5.0,1985.0,102.0,1992.0,56.0,26.0,44.0,125.0,95.0,40.0,119.0,90.0,99.9,50.0,116.3,86.0,81.0,10.0,87.0,84.0,50000.0,0.0,5.0
489301,4893.0,3.0,1.0,1.0,1986.0,92.5,1997.0,35.5,41.0,62.5,121.5,92.5,67.5,129.0,96.5,73.15,10.5,74.85,13.5,79.5,12.0,138.0,41.0,19102.0,0.0,3.0
489302,4893.0,3.0,1.0,4.0,1988.0,96.5,1997.0,40.0,31.5,32.0,97.5,43.5,43.5,108.5,69.0,81.85,11.0,78.85,10.5,90.9,28.5,111.0,41.0,19102.0,0.0,3.0
489303,4893.0,3.0,1.0,1.0,1990.0,104.5,2001.0,61.5,53.0,59.0,113.5,81.5,67.5,120.0,90.5,83.85,21.0,83.45,27.0,88.55,22.0,138.5,41.0,13480.0,0.0,3.0
489901,4899.0,3.0,2.0,8.0,1985.0,105.0,1995.0,61.0,44.25,40.75,103.0,57.5,46.75,109.0,71.5,90.975,28.5,95.85,39.0,87.75,22.25,118.0,14.0,27372.25,0.25,2.0
489902,4899.0,3.0,1.0,7.0,1990.0,97.0,2000.6666666666667,42.666666666666664,41.0,42.0,101.0,52.0,43.333333333333336,100.0,50.0,92.60000000000001,34.666666666666664,96.5,42.666666666666664,88.86666666666667,30.333333333333332,127.0,14.0,31166.666666666668,0.3333333333333333,2.0
491001,4910.0,3.0,2.0,5.0,1990.0,102.0,1999.5,53.5,36.75,44.75,114.25,82.0,44.0,109.25,72.75,105.65,63.0,98.225,45.25,111.9,76.5,113.75,27.0,44100.0,0.0,2.0
491002,4910.0,3.0,1.0,5.0,1993.0,109.0,2003.0,72.0,47.25,42.0,101.5,53.25,41.5,100.25,51.0,109.625,72.0,108.775,69.5,105.975,64.5,120.0,27.0,55075.0,0.0,2.0
491901,4919.0,3.0,2.0,9.0,1980.0,111.0,1988.0,75.0,33.0,32.333333333333336,112.33333333333333,76.66666666666667,34.333333333333336,113.0,78.66666666666667,114.33333333333333,82.66666666666667,109.7,73.0,113.96666666666665,82.66666666666667,94.0,37.0,36866.666666666664,0.0,3.0
491902,4919.0,3.0,2.0,7.0,1982.0,97.5,1992.0,46.25,38.5,49.75,115.25,80.25,53.5,117.75,84.25,109.6,73.0,106.775,66.75,109.075,72.5,119.75,37.0,50575.0,0.25,3.0
491903,4919.0,3.0,1.0,6.0,1984.0,95.75,1994.5,41.25,39.0,52.0,113.75,78.0,56.5,115.5,81.75,100.85,51.25,97.725,46.0,103.675,58.75,125.75,37.0,60726.0,0.25,3.0
492001,4920.0,3.0,2.0,12.0,1980.0,107.0,1991.0,65.25,49.25,46.25,105.0,62.25,53.0,110.75,73.0,110.2,72.25,110.175,72.5,105.975,62.0,127.0,39.0,8815.0,0.25,3.0
492002,4920.0,3.0,1.0,10.0,1982.0,120.2,1992.0,88.8,51.6,46.8,113.2,79.6,59.0,126.4,94.4,105.14000000000001,61.2,102.54,56.2,106.0,60.8,117.2,39.0,8887.4,0.2,3.0
492003,4920.0,3.0,2.0,5.0,1984.0,108.33333333333333,1992.0,67.33333333333333,35.666666666666664,40.666666666666664,117.33333333333333,87.0,49.666666666666664,125.0,92.66666666666667,105.33333333333333,62.666666666666664,106.73333333333333,64.33333333333333,100.93333333333334,52.666666666666664,98.66666666666667,39.0,10086.666666666666,0.0,3.0
492201,4922.0,3.0,1.0,7.0,1992.0,113.6,2002.0,80.4,48.2,50.2,118.0,86.2,51.6,115.0,83.2,91.34,29.8,98.44,46.6,84.67999999999999,19.0,119.0,48.0,47875.0,0.0,2.0
492202,4922.0,3.0,2.0,6.0,1998.0,102.5,2007.0,56.5,38.5,34.0,99.0,46.5,40.0,105.0,62.5,100.4,50.0,109.25,73.5,89.0,27.0,106.0,48.0,51500.0,0.0,2.0
492501,4925.0,3.0,1.0,5.0,1987.0,121.0,1996.0,89.8,47.8,49.0,121.4,89.6,50.2,122.2,89.6,118.34,88.0,115.08,83.6,115.64000000000001,81.0,109.4,73.0,66412.5,0.0,2.4
492502,4925.0,3.0,2.0,2.0,1989.0,112.4,1998.0,78.8,43.4,44.8,115.8,84.4,47.8,116.2,84.6,115.66,84.4,112.74000000000001,79.2,112.67999999999999,77.4,112.8,73.0,71550.0,0.0,2.6
492503,4925.0,3.0,1.0,3.0,1998.0,99.75,2008.5,50.5,44.0,49.5,109.5,71.25,56.75,116.5,83.75,98.325,46.5,98.225,45.5,97.775,46.75,127.5,73.0,128000.0,0.0,3.0
492701,4927.0,3.0,1.0,8.0,1991.0,118.0,2000.0,84.66666666666667,49.0,39.333333333333336,108.66666666666667,71.0,38.333333333333336,104.33333333333333,60.333333333333336,118.36666666666667,87.66666666666667,116.83333333333333,85.66666666666667,113.0,78.0,106.0,78.0,204320.66666666666,0.0,3.0
492702,4927.0,3.0,2.0,6.0,1994.0,119.33333333333333,2002.6666666666667,89.66666666666667,44.666666666666664,48.0,124.33333333333333,92.66666666666667,48.0,121.33333333333333,90.0,121.26666666666667,92.0,120.03333333333335,90.33333333333333,114.93333333333334,83.0,102.66666666666667,78.0,330346.0,0.0,3.0
492703,4927.0,3.0,2.0,8.0,1996.0,109.5,2007.0,69.5,52.0,38.75,93.0,33.75,50.25,106.75,65.5,116.225,85.5,113.425,80.5,113.925,81.0,126.5,78.0,305087.25,0.0,3.0
492801,4928.0,3.0,1.0,10.0,1984.0,97.0,1992.0,43.0,26.0,37.0,113.0,80.0,30.0,104.0,61.0,124.7,95.0,122.8,94.0,119.2,90.0,94.0,67.0,77300.0,0.0,2.0
492901,4929.0,3.0,1.0,7.0,1982.0,113.0,1988.0,80.0,21.0,18.0,107.0,68.0,18.0,105.0,64.0,110.3,75.0,101.5,55.0,115.9,86.0,72.0,45.0,10936.0,0.0,1.0
493001,4930.0,3.0,2.0,3.0,1983.0,105.75,1991.0,62.75,35.5,34.25,109.5,69.75,35.5,109.5,69.75,116.375,85.0,114.5,82.75,112.375,76.0,100.75,36.0,23193.75,0.25,2.75
493002,4930.0,3.0,2.0,4.0,1984.0,97.2,1994.0,43.4,38.0,41.6,103.2,58.6,53.0,113.8,80.0,114.14000000000001,82.4,113.75999999999999,81.6,108.64000000000001,68.4,122.6,36.0,29202.0,0.2,3.0
493003,4930.0,3.0,1.0,3.0,1990.0,94.66666666666667,1998.6666666666667,36.666666666666664,29.666666666666668,36.0,105.66666666666667,63.333333333333336,36.333333333333336,103.0,58.0,107.2,67.33333333333333,107.83333333333333,68.33333333333333,103.06666666666666,54.333333333333336,106.66666666666667,36.0,35345.0,0.0,3.0
493101,4931.0,3.0,1.0,11.0,1990.0,100.0,2002.0,49.0,48.0,47.0,98.0,44.0,62.0,113.0,80.0,95.9,39.0,94.7,37.0,97.8,45.0,138.0,68.0,55000.0,0.0,1.0
493301,4933.0,3.0,1.0,5.0,1985.0,107.33333333333333,1994.0,65.0,42.333333333333336,36.666666666666664,102.66666666666667,56.0,38.333333333333336,103.0,57.333333333333336,113.46666666666665,81.33333333333333,112.33333333333333,79.33333333333333,109.7,74.33333333333333,110.66666666666667,64.0,49333.333333333336,0.0,2.0
493302,4933.0,3.0,2.0,7.0,1987.0,111.5,1995.0,77.5,38.5,32.5,106.0,64.5,33.5,106.0,65.0,117.9,87.5,116.9,84.0,112.4,79.5,97.0,64.0,58500.0,0.0,2.0
493401,4934.0,3.0,2.0,8.0,1982.0,97.2,1992.0,43.2,36.4,43.2,108.6,70.0,43.6,105.4,64.0,100.32000000000001,51.0,99.32,48.0,100.88000000000001,52.2,119.0,19.0,18580.0,0.2,2.0
493402,4934.0,3.0,1.0,11.0,1984.0,99.66666666666667,1994.0,52.0,39.333333333333336,33.333333333333336,95.0,38.666666666666664,33.0,92.66666666666667,34.0,89.66666666666667,27.666666666666668,83.96666666666667,17.333333333333332,99.33333333333333,49.0,115.0,19.0,18766.666666666668,0.3333333333333333,2.0
493801,4938.0,3.0,1.0,6.0,1982.0,105.8,1992.0,64.4,44.0,54.8,118.2,85.2,56.8,121.2,87.0,117.04,86.2,110.67999999999999,74.2,117.74000000000001,87.6,121.0,37.0,19861.6,0.0,1.8
493802,4938.0,3.0,1.0,11.0,1988.0,111.33333333333333,1999.3333333333333,73.0,53.0,53.666666666666664,111.66666666666667,77.33333333333333,51.666666666666664,107.0,67.0,107.8,67.33333333333333,109.93333333333334,72.66666666666667,101.56666666666666,54.0,130.66666666666666,37.0,17921.0,0.0,2.0
494301,4943.0,3.0,2.0,4.0,1987.0,85.0,1994.0,16.0,14.0,18.0,88.0,22.0,19.0,88.0,21.0,114.1,82.0,103.6,61.0,122.5,94.0,88.0,32.0,46000.0,0.0,1.0
494701,4947.0,1.0,1.0,1.0,1980.0,65.0,1991.0,1.0,20.0,21.75,66.75,1.5,22.0,65.0,1.0,85.15,19.5,80.6,19.75,95.5,39.25,137.75,5.0,20902.5,0.0,2.25
494702,4947.0,1.0,1.0,1.0,1987.0,80.5,1997.0,11.5,27.5,22.0,76.5,11.0,32.0,85.5,17.0,63.849999999999994,2.0,60.5,1.0,79.25,11.0,126.5,5.0,,0.0,3.5
494703,4947.0,1.0,1.0,9.0,1993.0,65.0,2006.0,1.0,18.0,21.0,65.0,1.0,22.0,65.0,1.0,62.0,1.0,59.3,0.0,75.0,5.0,150.0,5.0,9372.0,0.0,4.0
494704,4947.0,1.0,2.0,8.0,1999.0,80.0,2008.0,9.0,21.0,26.0,89.0,23.0,28.0,91.0,27.0,90.1,25.0,74.6,5.0,112.0,79.0,106.0,5.0,6000.0,0.0,4.0
494801,4948.0,3.0,1.0,1.0,1979.0,104.0,1986.0,60.0,25.0,47.0,131.0,98.0,34.0,118.0,88.0,90.9,27.0,98.0,45.0,85.5,18.0,85.0,27.0,33500.0,0.0,2.0
495001,4950.0,1.0,2.0,3.0,1973.0,105.5,1987.0,64.0,62.0,54.0,97.5,42.5,60.0,99.0,48.5,86.1,28.5,90.65,27.5,85.6,35.5,170.0,13.0,5227.5,1.0,4.0
495002,4950.0,1.0,1.0,2.0,1975.0,101.5,1987.0,53.0,51.0,44.5,90.5,26.5,55.0,102.0,55.5,78.1,10.0,80.75,13.0,82.45,13.5,147.0,13.0,5227.5,1.0,4.0
495003,4950.0,1.0,1.0,4.0,1977.0,98.0,1987.0,44.0,41.0,46.0,106.5,66.0,45.5,103.5,59.5,76.4,5.5,82.0,12.5,78.30000000000001,9.0,120.5,13.0,5227.5,1.0,4.0
495004,4950.0,1.0,1.0,8.0,1979.0,90.0,1986.0,26.0,13.0,24.0,112.0,79.0,28.0,117.0,87.0,75.8,5.0,94.4,34.0,64.0,1.0,79.0,13.0,5316.0,1.0,4.0
495101,4951.0,3.0,1.0,7.0,1980.0,97.0,1987.0,42.0,19.0,21.5,105.0,60.5,24.0,107.5,67.5,109.75,74.5,110.85,77.0,104.65,61.5,83.0,44.0,27250.0,0.0,1.5
495201,4952.0,3.0,2.0,2.0,1986.0,107.0,1996.6666666666667,67.0,50.666666666666664,46.0,103.66666666666667,59.0,55.666666666666664,112.0,77.0,108.33333333333333,70.66666666666667,99.66666666666667,49.333333333333336,114.96666666666665,81.33333333333333,131.0,21.0,57353.333333333336,0.0,2.0
495202,4952.0,3.0,2.0,10.0,1990.0,112.0,2000.0,79.0,48.0,37.0,97.0,41.0,42.0,102.0,55.0,106.3,66.0,101.4,53.0,110.0,75.0,115.0,21.0,79000.0,0.0,2.0
495301,4953.0,3.0,2.0,1.0,1985.0,107.66666666666667,1995.3333333333333,68.66666666666667,48.333333333333336,42.666666666666664,101.0,52.666666666666664,48.0,106.0,64.0,97.83333333333333,45.0,99.76666666666667,50.0,95.86666666666667,42.333333333333336,129.33333333333334,67.0,25900.0,0.3333333333333333,4.0
495302,4953.0,3.0,1.0,4.0,1986.0,113.75,1996.5,81.5,51.5,52.5,115.25,83.0,63.25,128.0,96.5,92.65,35.0,95.025,39.0,91.82499999999999,35.5,127.5,67.0,34266.666666666664,0.25,4.0
495304,4953.0,3.0,2.0,5.0,1992.0,111.66666666666667,2002.0,76.66666666666667,50.0,43.666666666666664,104.33333333333333,60.0,44.333333333333336,103.0,57.666666666666664,93.76666666666667,35.666666666666664,100.60000000000001,51.0,85.5,25.666666666666668,120.66666666666667,67.0,42200.0,0.0,4.0
495401,4954.0,3.0,1.0,4.0,1991.0,109.66666666666667,2000.0,72.33333333333333,42.333333333333336,45.666666666666664,113.0,77.33333333333333,52.333333333333336,120.0,90.66666666666667,100.43333333333334,50.333333333333336,108.0,70.33333333333333,89.76666666666667,40.333333333333336,109.0,61.0,56900.0,0.0,4.0
495402,4954.0,3.0,2.0,1.0,1993.0,103.0,2001.0,58.0,35.0,38.5,111.0,76.5,45.0,117.5,87.0,105.05,58.0,112.69999999999999,80.0,91.7,46.5,100.5,61.0,75000.0,0.0,4.0
495403,4954.0,3.0,2.0,3.0,1995.0,114.33333333333333,2005.3333333333333,82.33333333333333,54.0,43.666666666666664,102.33333333333333,55.333333333333336,51.0,108.0,70.66666666666667,98.63333333333333,44.333333333333336,99.8,52.333333333333336,96.56666666666666,48.666666666666664,125.33333333333333,61.0,94333.33333333333,0.0,4.0
495404,4954.0,3.0,2.0,12.0,1997.0,102.33333333333333,2008.0,55.333333333333336,46.333333333333336,44.666666666666664,100.66666666666667,51.0,64.66666666666667,122.33333333333333,88.33333333333333,96.93333333333334,44.0,101.53333333333335,56.333333333333336,91.46666666666665,35.333333333333336,123.0,61.0,96000.0,0.3333333333333333,4.0
495501,4955.0,3.0,1.0,4.0,1986.0,114.2,1996.0,81.2,49.4,52.8,117.8,87.4,57.8,122.2,91.0,103.12,57.2,100.85999999999999,51.8,104.12,59.8,121.2,49.0,48858.75,0.0,1.6
495502,4955.0,3.0,1.0,11.0,1994.0,107.75,2005.0,69.5,48.75,49.75,109.5,73.75,66.5,127.25,95.5,111.775,78.0,106.375,66.75,113.2,81.0,124.75,49.0,80311.25,0.0,2.0
495601,4956.0,3.0,1.0,7.0,1991.0,109.66666666666667,2000.0,73.66666666666667,41.0,37.333333333333336,106.0,64.0,43.666666666666664,112.66666666666667,79.0,98.96666666666665,46.666666666666664,94.3,36.0,104.0,59.666666666666664,106.66666666666667,43.0,161848.33333333334,0.0,3.0
495602,4956.0,3.0,2.0,4.0,1994.0,105.66666666666667,2002.6666666666667,64.0,36.333333333333336,37.333333333333336,108.33333333333333,71.33333333333333,37.333333333333336,107.33333333333333,67.33333333333333,106.60000000000001,65.66666666666667,101.63333333333333,53.666666666666664,109.46666666666665,73.0,105.0,43.0,176887.33333333334,0.0,3.0
495603,4956.0,3.0,1.0,2.0,1996.0,94.33333333333333,2008.0,35.666666666666664,48.0,50.666666666666664,99.0,47.666666666666664,52.0,98.66666666666667,46.666666666666664,95.2,43.0,93.76666666666667,34.666666666666664,98.0,55.666666666666664,144.0,43.0,111004.0,0.0,3.0
495702,4957.0,3.0,2.0,10.0,1984.0,97.66666666666667,1994.6666666666667,44.0,42.0,33.0,88.33333333333333,25.0,41.0,94.33333333333333,37.666666666666664,81.66666666666667,18.666666666666668,93.5,35.0,73.86666666666666,10.333333333333334,125.33333333333333,21.0,10162.666666666666,0.0,2.0
495801,4958.0,3.0,1.0,12.0,1988.0,128.66666666666666,2000.0,94.33333333333333,69.0,58.0,111.66666666666667,77.33333333333333,61.666666666666664,112.66666666666667,78.66666666666667,94.0,36.333333333333336,92.0,32.0,98.03333333333335,50.666666666666664,138.0,22.0,10212.5,0.0,1.0
495901,4959.0,3.0,1.0,7.0,1987.0,109.0,1994.0,73.0,29.0,38.0,121.0,92.0,49.0,131.0,98.0,117.7,88.0,111.0,77.0,119.7,91.0,83.0,98.0,64100.0,0.0,2.0
496201,4962.0,3.0,1.0,2.0,1984.0,103.0,1992.0,57.0,38.0,36.0,105.0,64.0,29.0,95.0,37.0,106.3,66.0,98.9,47.0,112.5,81.0,100.0,51.0,9490.0,0.0,3.0
496202,4962.0,3.0,2.0,2.0,1986.0,106.0,1999.0,64.0,59.0,55.0,101.0,53.0,60.5,102.5,56.0,98.19999999999999,46.5,106.85,67.0,87.75,23.5,161.5,51.0,49600.0,0.0,3.0
496203,4962.0,3.0,2.0,8.0,1987.0,97.0,1999.0,42.0,47.0,42.5,89.5,24.0,40.5,86.0,17.5,96.0,42.0,103.45,57.5,87.75,23.5,143.5,51.0,49600.0,0.0,3.0
497101,4971.0,1.0,2.0,12.0,1991.0,109.0,2001.0,69.0,46.0,49.5,115.0,79.5,55.5,119.0,90.0,106.55,57.0,107.9,63.5,100.3,50.0,113.5,12.0,32700.0,0.0,1.0
497201,4972.0,3.0,2.0,5.0,1982.0,106.5,1993.0,66.0,52.25,58.75,115.75,84.25,52.5,106.0,64.5,104.775,59.5,104.725,59.75,102.775,57.25,134.5,26.0,32250.5,0.0,2.75
497202,4972.0,3.0,1.0,9.0,1990.0,106.0,2001.0,64.25,48.5,43.5,101.0,52.75,50.0,106.0,65.0,88.425,22.5,87.05,21.5,92.875,34.25,129.5,26.0,17940.25,0.5,3.0
497203,4972.0,3.0,2.0,1.0,1992.0,119.75,2003.0,87.25,62.0,53.25,108.25,70.75,67.25,124.0,93.75,82.825,14.5,89.825,27.75,78.6,12.5,136.0,26.0,9218.0,0.75,3.0
497302,4973.0,3.0,1.0,8.0,1984.0,95.66666666666667,1994.6666666666667,44.333333333333336,41.333333333333336,38.333333333333336,91.33333333333333,33.333333333333336,40.0,90.66666666666667,33.0,110.43333333333334,74.66666666666667,109.36666666666667,72.33333333333333,107.96666666666665,70.0,126.33333333333333,70.0,68000.0,0.0,5.0
497303,4973.0,3.0,2.0,9.0,1986.0,102.0,1997.0,54.75,45.5,43.5,100.5,50.75,51.5,106.25,66.25,113.925,80.25,117.3,86.75,104.35,60.5,129.25,70.0,78500.0,0.0,5.0
497304,4973.0,3.0,1.0,1.0,1988.0,107.5,1997.0,68.0,42.75,35.25,99.5,48.25,44.25,108.25,66.0,107.85000000000001,66.75,112.15,75.25,99.325,50.5,113.0,70.0,78500.0,0.0,5.0
497305,4973.0,3.0,2.0,12.0,1989.0,114.5,1999.0,82.5,49.0,48.5,114.0,81.5,54.5,118.0,85.0,112.7,79.5,116.69999999999999,86.5,102.8,56.0,113.5,70.0,88500.0,0.0,5.0
497401,4974.0,3.0,2.0,2.0,1978.0,110.66666666666667,1988.0,76.33333333333333,51.333333333333336,45.0,104.66666666666667,62.0,52.333333333333336,110.66666666666667,75.66666666666667,111.06666666666666,77.0,110.83333333333333,76.33333333333333,106.7,67.33333333333333,124.33333333333333,75.0,29766.666666666668,0.0,3.6666666666666665
497402,4974.0,3.0,1.0,5.0,1980.0,104.0,1988.0,59.666666666666664,32.333333333333336,37.0,113.33333333333333,80.33333333333333,41.0,116.0,85.33333333333333,108.2,68.33333333333333,104.60000000000001,61.0,109.0,69.66666666666667,96.66666666666667,75.0,29766.666666666668,0.0,3.6666666666666665
497403,4974.0,3.0,1.0,10.0,1983.0,107.75,1993.0,67.75,44.75,39.25,101.25,53.5,46.25,107.25,62.75,93.5,34.25,89.825,26.25,99.875,55.25,118.0,75.0,15495.0,0.5,4.0
497404,4974.0,3.0,2.0,6.0,1986.0,100.5,1997.0,50.75,47.0,40.75,94.75,36.5,44.25,95.5,39.0,84.75,18.75,79.325,12.0,96.0,42.25,134.0,75.0,,0.25,4.0
497601,4976.0,3.0,1.0,1.0,1989.0,118.0,1998.0,85.0,47.75,43.0,112.25,76.75,50.5,118.75,89.0,106.25,65.75,107.525,66.5,102.35,56.0,114.0,67.0,67812.5,0.5,2.0
497602,4976.0,3.0,1.0,1.0,1991.0,121.0,2001.0,89.5,59.0,50.0,106.5,65.0,71.0,130.0,97.0,107.6,68.5,104.85,61.5,107.85,68.5,125.0,67.0,73250.0,1.0,2.0
498101,4981.0,1.0,2.0,11.0,1982.0,108.25,1993.0,70.75,49.5,43.25,101.75,54.25,44.75,100.5,51.75,103.45,57.5,114.225,81.5,88.9,33.5,127.5,17.0,32081.25,0.0,2.0
498102,4981.0,1.0,2.0,8.0,1984.0,105.25,1993.0,62.75,38.25,29.0,96.25,41.5,34.5,101.25,53.5,97.45,45.5,105.625,63.75,88.75,33.75,106.25,17.0,32081.25,0.0,2.0
498103,4981.0,1.0,2.0,6.0,1999.0,98.5,2010.0,46.0,47.0,46.0,100.0,50.0,38.5,90.0,25.5,117.25,87.5,116.9,86.0,113.4,80.5,133.5,17.0,76000.0,0.0,3.0
498401,4984.0,3.0,2.0,6.0,1988.0,111.0,1996.0,76.5,34.5,34.0,112.5,79.5,39.0,116.5,86.0,106.0,65.5,97.30000000000001,44.0,114.85,83.0,95.5,75.0,47900.0,0.0,2.0
498402,4984.0,3.0,1.0,4.0,1992.0,103.0,1998.0,59.0,16.0,20.0,114.0,82.0,26.0,126.0,96.0,102.0,55.0,94.3,34.0,111.2,77.0,73.0,75.0,47900.0,0.0,2.0
498701,4987.0,3.0,2.0,4.0,1993.0,111.25,2003.0,71.25,49.5,47.5,109.5,72.0,47.25,106.75,66.5,108.4,70.75,108.75,70.75,104.15,60.5,121.75,87.0,105605.5,0.0,1.0
498801,4988.0,3.0,2.0,11.0,2005.0,120.0,2012.0,91.0,40.0,28.0,111.0,77.0,28.0,110.0,75.0,102.2,55.0,104.4,61.0,97.9,45.0,82.0,78.0,150000.0,0.0,1.0
498901,4989.0,3.0,1.0,8.0,1994.0,125.0,2006.0,93.33333333333333,68.0,64.0,117.0,86.33333333333333,60.666666666666664,110.33333333333333,72.66666666666667,119.06666666666666,88.66666666666667,117.89999999999999,87.33333333333333,113.63333333333333,81.0,140.33333333333334,76.0,60666.666666666664,0.0,2.0
498902,4989.0,3.0,1.0,9.0,1997.0,121.33333333333333,2007.3333333333333,91.33333333333333,54.333333333333336,50.0,113.0,76.0,48.666666666666664,108.33333333333333,68.0,115.36666666666667,78.33333333333333,112.7,78.33333333333333,112.76666666666667,73.33333333333333,119.33333333333333,76.0,69000.0,0.0,2.0
499001,4990.0,3.0,2.0,12.0,1994.0,121.0,2008.0,92.0,71.0,56.0,101.0,53.0,72.0,115.0,84.0,112.3,79.0,119.5,91.0,101.3,53.0,163.0,81.0,454737.0,0.0,3.0
499002,4990.0,3.0,1.0,10.0,1997.0,131.0,2010.0,98.0,74.0,52.0,100.0,50.0,75.0,121.0,92.0,106.6,68.0,111.8,79.0,98.4,45.0,157.0,81.0,,0.0,3.0
499101,4991.0,1.0,2.0,6.0,1992.0,123.66666666666667,2002.0,94.0,58.0,57.333333333333336,119.66666666666667,85.0,72.0,129.66666666666666,97.0,112.76666666666667,77.66666666666667,114.43333333333334,81.33333333333333,105.46666666666665,62.333333333333336,120.0,63.0,377314.3333333333,0.0,3.0
499102,4991.0,1.0,2.0,9.0,1996.0,90.0,2004.0,25.0,20.0,37.0,113.0,80.0,42.0,116.0,86.0,95.9,39.0,98.7,47.0,92.2,30.0,92.0,63.0,408473.0,0.0,3.0
499202,4992.0,3.0,2.0,4.0,1992.0,115.0,2004.0,84.0,64.0,50.0,97.0,43.0,76.0,125.0,95.0,90.2,25.0,92.1,30.0,90.5,27.0,150.0,31.0,26400.0,1.0,2.0
499301,4993.0,3.0,2.0,1.0,1987.0,113.0,1992.0,80.0,16.0,18.0,122.0,93.0,18.0,121.0,92.0,107.7,70.0,113.1,81.0,98.7,47.0,65.0,52.0,,0.0,2.0
499501,4995.0,3.0,1.0,9.0,1991.0,100.0,1998.0,49.0,19.0,37.0,123.0,94.0,32.0,118.0,88.0,111.5,79.0,107.6,70.0,111.2,77.0,80.0,73.0,118000.0,0.0,2.0
499502,4995.0,3.0,2.0,2.0,1995.0,103.0,2002.0,57.0,28.0,25.0,102.0,54.0,25.0,100.0,49.0,83.9,14.0,93.6,34.0,77.1,6.0,89.0,73.0,53200.0,0.0,2.0
499701,4997.0,3.0,1.0,4.0,1985.0,99.33333333333333,1994.6666666666667,47.333333333333336,37.333333333333336,38.666666666666664,101.0,52.666666666666664,36.333333333333336,97.0,43.0,97.23333333333333,44.0,96.2,44.333333333333336,98.86666666666667,48.333333333333336,118.0,67.0,61778.0,0.3333333333333333,3.0
499702,4997.0,3.0,1.0,11.0,1986.0,97.5,1996.0,45.5,36.5,36.5,99.0,47.0,39.0,100.5,50.5,95.15,39.0,105.6,62.0,83.80000000000001,32.0,115.0,67.0,49097.0,0.5,3.0
